sample_index,description_id,description,true_concept,raw_cluster_id,hungarian_matched_predicted_concept,prediction_correct,pc1,pc2,pc3
319,slot_40__horse__r02__c082,"Calm acceptance of a saddle and bridle distinguishes broad-chested stable resident near a shallow stream bank, where the pose shows balanced proportions.",horse,5,horse,True,-0.009879437,-0.43782365,-0.122948825
320,slot_41__cat__r01__c002,Focused watching of birds beyond a closed window identifies a slit-eyed room hunter.,cat,7,cat,True,0.19450943,0.28066796,0.07849771
321,slot_41__dog__r02__c082,Careful sniffing during a new animal greeting defines a collared gate watcher.,dog,1,dog,True,0.4074737,0.046629436,0.110502034
322,slot_41__fox__r03__c162,Brief nose contact near a shared den identifies a russet snowline hunter.,fox,3,rabbit,False,-0.030732185,0.21662611,0.096253596
323,slot_41__bear__r01__c003,Wide avoidance of another massive forest forager marks a long-clawed cave sleeper.,bear,2,bear,True,-0.08194374,0.2650232,0.16330689
324,slot_41__wolf__r07__c485,A forest pack sentinel carries nose-to-muzzle greeting within the family group.,wolf,4,wolf,True,0.11790691,-0.08993815,0.12876618
325,slot_41__rabbit__r01__c001,Close huddling with smaller meadow companions is visible on a white-tailed garden browser.,rabbit,3,rabbit,True,0.031942535,-0.032699674,0.08085826
326,slot_41__deer__r02__c082,A forest herd grazer reveals an antler display toward a competing male.,deer,0,deer,True,-0.12655702,-0.23491111,0.35094324
327,slot_41__horse__r01__c001,Close following behind the herd leader identifies a flowing-tailed field grazer.,horse,5,horse,True,0.06842576,-0.16104926,0.14110781
328,slot_42__cat__r06__c402,A cautious nose greeting with a familiar room companion defines a purring house prowler.,cat,7,cat,True,0.37615323,0.34728748,0.06298528
329,slot_42__dog__r01__c001,A floppy-eared home guardian shows quiet resting against another household companion.,dog,7,cat,False,0.2892913,0.15034306,0.10349965
330,slot_42__fox__r01__c001,Defensive circling around younger den residents identifies a russet snowline hunter.,fox,3,rabbit,False,-0.05293565,0.18772532,0.100005195
331,slot_42__bear__r01__c003,A bulky streamside fisher shows careful watching of grazing animals across the slope.,bear,2,bear,True,-0.050920364,-0.016860547,0.038439117
332,slot_42__wolf__r04__c244,Protective positioning near younger pack members identifies a howling snow hunter.,wolf,4,wolf,True,0.15075424,0.07051641,0.067047484
333,slot_42__rabbit__r01__c002,A warning foot thump near feeding companions marks a round-eyed clover browser.,rabbit,3,rabbit,True,0.13576333,0.051732786,0.052123014
334,slot_42__deer__r01__c002,An alert brown woodland browser carries an antler display toward a competing male.,deer,0,deer,True,-0.18824783,-0.16373315,0.22074986
335,slot_42__horse__r02__c082,A farm runner shows ear-pinned warning toward a newcomer at feed.,horse,5,horse,True,0.2077546,-0.13965103,0.19190405
336,slot_43__cat__r01__c002,"Beside soft morning light, curled-tail home-companion reveals silent stalking of a tiny moving insect.",cat,7,cat,True,0.10429622,0.34336558,-0.009392668
337,slot_43__dog__r01__c004,Collar-wearing yard-guardian becomes recognizable through careful sniffing during a new animal greeting near a shaded woodland edge.,dog,1,dog,True,-0.06301619,-0.017509073,-0.1623519
338,slot_43__fox__r01__c002,"Against a shallow stream bank, brief nose contact near a shared den defines amber-eyed meadow-prowler.",fox,3,rabbit,False,-0.036405575,0.33472037,-0.0024863626
339,slot_43__bear__r02__c083,Round-eared timberland-giant displays patient waiting near fish moving through shallows beside soft morning light.,bear,2,bear,True,-0.15000166,0.17210469,0.08757705
340,slot_43__wolf__r07__c485,A tense boundary display toward a rival group distinguishes thick-coated howling sentinel near a shaded woodland edge.,wolf,4,wolf,True,-0.11582345,0.15502359,0.05825282
341,slot_43__rabbit__r01__c001,A clear view shows short-tailed garden browser with nose touching with another long-eared grazer near a misty hillside.,rabbit,3,rabbit,True,-0.09334791,0.05388817,0.007832688
342,slot_43__deer__r02__c081,"Against a patch of dense brush, an antler display toward a competing male defines branch-antlered woodland traveler.",deer,0,deer,True,-0.31369597,0.03911373,0.39515373
343,slot_43__horse__r01__c001,"Beside a rocky meadow, upright-eared pasture grazer reveals parallel grazing beside several herd companions.",horse,5,horse,True,-0.09248412,-0.13001601,0.25071082
344,slot_44__cat__r03__c162,"Focused watching of birds beyond a closed window distinguishes retractable-clawed climber near a pale winter field, where the posture remains natural.",cat,6,fox,False,-0.10458757,0.18371019,-0.19839214
345,slot_44__dog__r01__c004,"Within a shallow stream bank, panting ball-chaser demonstrates coordinated running beside a familiar walking partner, where its full body stays visible.",dog,1,dog,True,0.14556713,-0.29074347,-0.21968964
346,slot_44__fox__r04__c242,"Beside a patch of dense brush, russet snowline-hunter reveals cautious distance from larger woodland predators; the moment appears unstaged.",fox,2,bear,False,-0.35551715,0.20868391,-0.078407235
347,slot_44__bear__r04__c245,"A clear view shows bulky streamside-fisher with wide avoidance of another massive forest forager, as the posture remains natural.",bear,2,bear,True,-0.22116604,-0.04758648,-0.093871176
348,slot_44__wolf__r03__c161,"Beside low evening light, amber-eyed pack sentinel reveals protective positioning near younger pack members; the head and torso remain visible.",wolf,4,wolf,True,-0.014380319,-0.08709802,-0.16330335
349,slot_44__rabbit__r07__c484,"Against an open grassy clearing, close huddling with smaller meadow companions defines small long-eared burrow grazer; the pose shows balanced proportions.",rabbit,3,rabbit,True,-0.12068107,-0.13759682,-0.07848072
350,slot_44__deer__r01__c001,"Within soft morning light, slender-legged forest grazer demonstrates an antler display toward a competing male, where nearby tracks indicate scale.",deer,0,deer,True,-0.26904783,-0.20497964,0.01155546
351,slot_44__horse__r01__c001,"Broad-chested stable resident displays mutual neck grooming with a familiar partner beside a quiet fence line, while the viewpoint remains level.",horse,5,horse,True,0.047066983,-0.37450373,-0.1269172
352,slot_45__cat__r08__c570,"During a clearly visible group moment, whiskered house-prowler becomes recognizable through silent stalking of a tiny moving insect, while ground contact stays clear.",cat,6,fox,False,0.122621715,0.21425895,-0.3001722
353,slot_45__dog__r01__c002,"Quiet resting against another household companion distinguishes broad-pawed gate-watcher near a calm farmyard, where the setting supports the behavior.",dog,1,dog,True,0.19290614,-0.09159433,-0.17147245
354,slot_45__fox__r04__c243,"Within a sunlit garden path, amber-eyed meadow-prowler demonstrates defensive circling around younger den residents, where the background preserves its outline.",fox,6,fox,True,-0.10416688,0.15229897,-0.31586528
355,slot_45__bear__r08__c580,"During a clearly visible group moment, wide avoidance of another massive forest forager distinguishes massive shaggy-forager; meanwhile, the moment appears unstaged.",bear,2,bear,True,-0.22645193,-0.00045383477,-0.06021345
356,slot_45__wolf__r04__c245,"Within a patch of dense brush, wild gray pack predator demonstrates protective positioning near younger pack members, where the setting supports the behavior.",wolf,4,wolf,True,-0.10649168,-0.15800284,-0.17216912
357,slot_45__rabbit__r01__c001,"Beside an open grassy clearing, round-eyed grassland nibbler reveals parallel grazing beside several burrow residents; its full body stays visible.",rabbit,3,rabbit,True,-0.102012254,-0.034663677,-0.12495529
358,slot_45__deer__r01__c006,"Within a misty hillside, branch-antlered woodland traveler demonstrates protective standing near a spotted youngster, where the pose shows balanced proportions.",deer,0,deer,True,-0.37661645,-0.13073768,0.031932198
359,slot_45__horse__r04__c243,"Long-maned stable grazer with powerful legs carries playful running beside a younger pasture companion across a shallow stream bank; meanwhile, nearby tracks indicate scale.",horse,5,horse,True,-0.080013834,-0.31459764,-0.015887138
360,slot_46__cat__r01__c001,Soft chirping notes while watching distant birds marks a soft-pawed indoor hunter.,cat,7,cat,True,0.22998367,0.270685,0.08427591
361,slot_46__dog__r01__c003,A tail-wagging family companion reveals a low rumble when unfamiliar movement approaches.,dog,1,dog,True,0.40363774,0.088086076,0.09207317
362,slot_46__fox__r01__c002,An amber-eyed meadow prowler carries a brief high call across evening woodland.,fox,6,fox,True,-0.16224192,0.2660318,0.008444667
363,slot_46__bear__r01__c002,A deep warning rumble in dense woodland defines a thick-furred woodland giant.,bear,2,bear,True,-0.1358254,0.18891956,0.21837083
364,slot_46__wolf__r04__c242,Upright ears locating distant movement under snow is visible on a howling snow hunter.,wolf,4,wolf,True,0.114249185,-0.057052527,-0.0031413918
365,slot_46__rabbit__r03__c161,A burrow resident has a sharp hind-foot thump warning the colony.,rabbit,3,rabbit,True,0.17418443,0.11428873,0.13823277
366,slot_46__deer__r01__c001,Careful scent testing of the moving air identifies a long-legged clearing grazer.,deer,3,rabbit,False,0.13181895,0.10624865,0.22539635
367,slot_46__horse__r01__c002,A clear neigh carrying beyond the stable identifies a swift-maned field traveler.,horse,5,horse,True,0.108323924,-0.20147894,0.25225922
368,slot_47__cat__r01__c001,A whiskered lap companion shows a rising trill during a familiar greeting.,cat,7,cat,True,0.3674512,0.1882843,-0.023198862
369,slot_47__dog__r01__c001,Quick breathy whines beside a closed door identifies a leash-wearing companion.,dog,1,dog,True,0.40434518,0.14300819,0.102391034
370,slot_47__fox__r05__c324,Short warning barks from dense cover marks an orange-chested hedge stalker.,fox,3,rabbit,False,-0.12948272,0.2035552,0.06790024
371,slot_47__bear__r02__c081,A round-eared forest giant has a deep warning rumble in dense woodland.,bear,2,bear,True,-0.13545781,0.13797344,0.29818392
372,slot_47__wolf__r01__c001,A gray pack hunter carries a deep warning growl beneath raised neck fur.,wolf,4,wolf,True,0.19086803,-0.11918611,0.054712147
373,slot_47__rabbit__r01__c001,Wide ears detecting movement beyond the hedge defines a long-eared meadow grazer.,rabbit,3,rabbit,True,-0.014542016,0.04752167,0.286196
374,slot_47__deer__r01__c002,Large ears turning toward a broken twig defines a white-tailed meadow grazer.,deer,3,rabbit,False,-0.010060439,0.019187259,0.2692931
375,slot_47__horse__r04__c241,A stable grazer shows rhythmic hoofbeats approaching across firm ground.,horse,5,horse,True,0.08682147,-0.33488062,0.20293981
376,slot_48__cat__r01__c001,"Against an open grassy clearing, a steady vibration during relaxed contact defines purring room-explorer.",cat,7,cat,True,0.160136,0.33916336,0.024046268
377,slot_48__dog__r01__c002,"Against a broad dirt trail, a low rumble when unfamiliar movement approaches defines panting ball-chaser.",dog,1,dog,True,0.22352022,0.086699665,0.0009388073
378,slot_48__fox__r02__c083,Slender nighttime-forager displays a brief high call across evening woodland beside a shallow stream bank.,fox,2,bear,False,-0.3405019,0.16506608,0.07803435
379,slot_48__bear__r01__c001,Heavy-pawed backcountry-wanderer displays a deep warning rumble in dense woodland beside a patch of dense brush.,bear,2,bear,True,-0.08795937,0.15078549,0.024601256
380,slot_48__wolf__r01__c001,A clear view shows amber-eyed pack sentinel with a long resonant howl answered across the valley near a rocky meadow.,wolf,4,wolf,True,-0.0769147,0.13136218,0.115257464
381,slot_48__rabbit__r01__c003,Quick-footed burrow resident displays wide ears detecting movement beyond the hedge beside a narrow riverside path.,rabbit,3,rabbit,True,-0.042626966,0.15759851,-0.017496847
382,slot_48__deer__r04__c245,Antlered split-hoofed woodland browser displays large ears turning toward a broken twig beside soft morning light.,deer,0,deer,True,-0.35922784,0.13751708,0.39608446
383,slot_48__horse__r04__c246,Saddle-wearing flowing-tailed riding companion displays mobile ears following a distant handler's voice beside low evening light.,horse,5,horse,True,0.08204269,-0.11148731,-0.0740067
384,slot_49__cat__r02__c081,"Against a sunlit garden path, a sharp warning hiss with flattened ears defines striped hearthside-prowler; the background preserves its outline.",cat,6,fox,False,0.04134456,0.27908787,-0.2894147
385,slot_49__dog__r01__c002,"Keen-nosed scent-follower becomes recognizable through a drawn-out lonely call across the yard, while the moment appears unstaged.",dog,6,fox,False,0.044617422,0.0537531,-0.10049194
386,slot_49__fox__r04__c241,"Against a calm farmyard, short warning barks from dense cover defines amber-eyed meadow-prowler; the posture remains natural.",fox,6,fox,True,-0.061185356,0.19575134,-0.20225464
387,slot_49__bear__r02__c082,"Within a sunlit garden path, bulky streamside-fisher demonstrates soft bawling notes from a smaller youngster, where the viewpoint remains level.",bear,2,bear,True,-0.12624559,0.13181822,-0.29008007
388,slot_49__wolf__r01__c003,"Social mountain hunter carries a long resonant howl answered across the valley across a shaded woodland edge; meanwhile, soft light preserves surface detail.",wolf,2,bear,False,-0.24853396,0.11877265,-0.11403399
389,slot_49__rabbit__r04__c245,"Soft-coated long-eared burrow resident carries fine whiskers testing the narrow tunnel across an open grassy clearing; meanwhile, nearby tracks indicate scale.",rabbit,3,rabbit,True,-0.082758345,0.040989317,-0.15101466
390,slot_49__deer__r03__c162,"Against soft morning light, a sharp alarm snort followed by raised tails defines branch-antlered woodland traveler; its full body stays visible.",deer,0,deer,True,-0.33622333,0.052250423,0.023294263
391,slot_49__horse__r01__c003,"Within low evening light, upright-eared pasture grazer demonstrates a clear neigh carrying beyond the stable, where the pose shows balanced proportions.",horse,5,horse,True,0.0045059216,-0.3711356,-0.015344743
392,slot_50__cat__r01__c001,"Within a broad dirt trail, curled-tail home-companion demonstrates a sharp warning hiss with flattened ears, where nearby tracks indicate scale.",cat,6,fox,False,0.10210649,-0.033920605,-0.26370195
393,slot_50__dog__r01__c002,"Within a shallow stream bank, wagging household-companion demonstrates quick breathy whines beside a closed door, where its full body stays visible.",dog,1,dog,True,0.12811847,0.000957151,-0.20402332
394,slot_50__fox__r04__c245,"Quiet yapping sounds during distant contact distinguishes slender nighttime-forager near a rocky meadow, where ground contact stays clear.",fox,6,fox,True,-0.1712506,0.09521149,-0.10756724
395,slot_50__bear__r07__c486,"Within a misty hillside, massive shaggy-forager demonstrates a loud roar across an open riverbank, where surrounding plants provide scale.",bear,2,bear,True,-0.31629127,0.054976366,-0.13416407
396,slot_50__wolf__r04__c243,"Long-legged snow pack hunter becomes recognizable through a deep warning growl beneath raised neck fur, while the head and torso remain visible.",wolf,4,wolf,True,0.04598315,-0.067475066,-0.063623294
397,slot_50__rabbit__r05__c326,"Beside a rocky meadow, small hopping burrow forager reveals near-silent chewing beneath constantly turning ears; the pose shows balanced proportions.",rabbit,3,rabbit,True,-0.18766293,0.028813196,-0.14608026
398,slot_50__deer__r01__c003,"Beside a broad dirt trail, slender-legged forest grazer reveals large ears turning toward a broken twig; nearby tracks indicate scale.",deer,0,deer,True,-0.31095973,-0.06991821,0.08414547
399,slot_50__horse__r04__c244,"Muscular maned farmyard traveler carries soft breath moving through wide nostrils across a shallow stream bank; meanwhile, its full body stays visible.",horse,2,bear,False,-0.09943054,-0.07805506,-0.0051943744
