candidate_id,concept,facet_id,description,stage1_status,generated_seed_count,expected_seed_count,target_top1_count,mean_target_score,mean_target_margin,low_confidence_count,confident_wrong_count,automatic_decision,automatic_reason
slot_24__bear__r01__c002,bear,movement,"Within low evening light, broad-muzzled river-hunter demonstrates forest ground on broad weight-bearing paws, where the pose shows balanced proportions.",reject,1,3,0,0.015610930509865284,-0.9007694153115153,0,1,reject,stage1_reject
slot_24__cat__r01__c002,cat,movement,"Slit-eyed indoor-hunter carries the floor before springing onto furniture across a shaded woodland edge; meanwhile, soft light preserves surface detail.",borderline,1,3,0,0.06164216995239258,-0.32772547006607056,1,0,borderline,stage1_borderline
slot_24__cat__r01__c005,cat,movement,"A clear view shows padded-paw windowsill-watcher with a windowsill while its tail corrects balance, as ground contact stays clear.",pass,3,3,3,0.8216016093889872,0.7267485256306827,0,0,accepted,meets_all_automatic_thresholds
slot_24__dog__r01__c001,dog,movement,"A footpath while pulling lightly against a leash distinguishes collar-wearing yard-guardian near a calm farmyard, where the setting supports the behavior.",pass,3,3,3,0.8829312721888224,0.7888945005834103,0,0,accepted,meets_all_automatic_thresholds
slot_24__dog__r01__c003,dog,movement,"Leash-following walking-partner carries the yard in an eager bounding gait across a patch of dense brush; meanwhile, the posture remains natural.",pass,3,3,3,0.9650486509005228,0.9369505047798157,0,0,accepted,meets_all_automatic_thresholds
slot_24__fox__r01__c001,fox,movement,"Within soft morning light, white-tipped brush-bearer demonstrates a meadow through quick elastic bounds, where its full body stays visible.",pass,3,3,1,0.38695501287778217,-0.03651476403077444,0,2,rejected,high_confidence_wrong_class
slot_24__fox__r01__c003,fox,movement,"Against a rocky meadow, snow before diving headfirst toward hidden movement defines black-legged forest-shadow; the head and torso remain visible.",reject,1,3,0,0.11228705942630768,-0.6262239068746567,0,1,reject,stage1_reject
slot_24__fox__r02__c081,fox,movement,"Narrow-muzzled dusk-prowler becomes recognizable through woodland cover using a low cautious trot, while its full body stays visible.",pass,3,3,1,0.4035954779634873,-0.17828586573402086,0,2,rejected,high_confidence_wrong_class
slot_24__fox__r02__c082,fox,movement,"A clear view shows black-legged forest-shadow with the field with its full tail held level, as the background preserves its outline.",reject,1,3,0,0.028422052040696144,-0.8863642867654562,0,1,reject,stage1_reject
slot_24__fox__r03__c161,fox,movement,"Against soft morning light, a hedgerow before vanishing through a narrow gap defines black-legged forest-shadow; its full body stays visible.",borderline,1,3,0,0.2175230234861374,-0.16298194229602814,1,0,borderline,stage1_borderline
slot_24__fox__r03__c162,fox,movement,"Sharp-eared field-stalker carries snow before diving headfirst toward hidden movement across a sunlit garden path; meanwhile, the background preserves its outline.",pass,3,3,2,0.4886634399493535,0.0335664302110672,0,1,rejected,high_confidence_wrong_class
slot_24__fox__r04__c241,fox,movement,"Sharp-eared field-stalker displays the field with its full tail held level beside soft morning light, while its full body stays visible.",pass,3,3,2,0.5664905409018198,0.1517737607161204,0,1,rejected,high_confidence_wrong_class
slot_24__fox__r04__c242,fox,movement,"Within a sunlit garden path, russet snowline-hunter demonstrates a meadow through quick elastic bounds, where the background preserves its outline.",pass,3,3,3,0.6939929922421774,0.5639492173989614,0,0,accepted,meets_all_automatic_thresholds
slot_24__fox__r04__c243,fox,movement,"A hedgerow before vanishing through a narrow gap distinguishes slender nighttime-forager near a rocky meadow, where the head and torso remain visible.",borderline,1,3,1,0.40273505449295044,0.11166936159133911,1,0,borderline,stage1_borderline
slot_24__fox__r04__c244,fox,movement,"Against a pale winter field, snow before diving headfirst toward hidden movement defines bushy-tailed den-visitor; the viewpoint remains level.",pass,3,3,2,0.4092651829123497,-0.02817985663811366,0,1,rejected,high_confidence_wrong_class
slot_24__fox__r05__c321,fox,movement,"Beside soft morning light, russet snowline-hunter reveals snow before diving headfirst toward hidden movement; its full body stays visible.",pass,3,3,3,0.9314051270484924,0.8903663981085023,0,0,accepted,meets_all_automatic_thresholds
slot_24__fox__r05__c323,fox,movement,"A clear view shows bushy-tailed den-visitor with the field with its full tail held level, as the head and torso remain visible.",pass,3,3,3,0.7200794617335001,0.506863199484845,0,0,accepted,meets_all_automatic_thresholds
slot_24__fox__r05__c324,fox,movement,"Orange-chested hedgerow-stalker displays a meadow through quick elastic bounds beside a pale winter field, while the viewpoint remains level.",pass,3,3,2,0.42383427917957306,0.00963589052359263,0,1,rejected,high_confidence_wrong_class
slot_24__fox__r05__c326,fox,movement,"Snow before diving headfirst toward hidden movement distinguishes red-coated woodland-hunter near a quiet fence line, where the background preserves its outline.",borderline,1,3,1,0.33671221137046814,0.004004061222076416,0,0,borderline,stage1_borderline
slot_24__fox__r06__c404,fox,movement,"Beside a pale winter field, amber-eyed meadow-prowler reveals woodland cover using a low cautious trot; the viewpoint remains level.",pass,3,3,3,0.9358877539634705,0.8743692098069005,0,0,accepted,meets_all_automatic_thresholds
slot_24__fox__r06__c408,fox,movement,"Within a shaded woodland edge, black-legged forest-shadow demonstrates snow before diving headfirst toward hidden movement, where the viewpoint remains level.",borderline,1,3,0,0.2297723889350891,-0.12080925703048706,1,0,borderline,stage1_borderline
slot_24__fox__r06__c409,fox,movement,"Woodland cover using a low cautious trot distinguishes sharp-eared field-stalker near a misty hillside, where its full body stays visible.",pass,3,3,3,0.8873762289683024,0.7915672721962134,0,0,accepted,meets_all_automatic_thresholds
slot_24__fox__r06__c410,fox,movement,"Against a narrow riverside path, the field with its full tail held level defines russet snowline-hunter; the background preserves its outline.",reject,1,3,0,0.13151714205741882,-0.7028832733631134,0,1,reject,stage1_reject
slot_25__bear__r01__c001,bear,movement,"Against a misty hillside, shallow water before striking toward fish defines thick-furred cave-sleeper; the head and torso remain visible.",reject,1,3,0,0.2275841385126114,-0.34352003037929535,0,1,reject,stage1_reject
slot_25__bear__r01__c002,bear,movement,"Powerful berry-gatherer carries a fallen trunk through surprising climbing strength across a narrow riverside path; meanwhile, the viewpoint remains level.",pass,3,3,3,0.8430964549382528,0.7641343375047048,0,0,accepted,meets_all_automatic_thresholds
slot_25__cat__r01__c003,cat,movement,"Long-tailed household-companion displays the room with a low stalking posture beside a calm farmyard, while the viewpoint remains level.",reject,1,3,0,0.16908611357212067,-0.5349987596273422,0,1,reject,stage1_reject
slot_25__cat__r01__c004,cat,movement,"Within scattered autumn leaves, striped hearthside-prowler demonstrates the floor before springing onto furniture, where its full body stays visible.",reject,1,3,0,0.03788285702466965,-0.5687274411320686,0,1,reject,stage1_reject
slot_25__cat__r02__c081,cat,movement,"Against a narrow riverside path, the floor before springing onto furniture defines padded-paw windowsill-watcher; the background preserves its outline.",reject,1,3,0,0.013861373998224735,-0.6534172734245658,0,1,reject,stage1_reject
slot_25__cat__r02__c082,cat,movement,"Long-tailed household-companion carries a narrow ledge using nearly silent steps across a shallow stream bank; meanwhile, the head and torso remain visible.",reject,1,3,0,0.10704351216554642,-0.5982992574572563,0,1,reject,stage1_reject
slot_25__cat__r03__c161,cat,movement,"Long-tailed household-companion displays a windowsill while its tail corrects balance beside a narrow riverside path, while the background preserves its outline.",reject,1,3,0,0.01320735178887844,-0.9631479028612375,0,1,reject,stage1_reject
slot_25__cat__r03__c162,cat,movement,"Within a shallow stream bank, striped hearthside-prowler demonstrates the room with a low stalking posture, where the head and torso remain visible.",pass,3,3,3,0.9896921118100485,0.9820581280315915,0,0,accepted,meets_all_automatic_thresholds
slot_25__dog__r01__c001,dog,movement,"Beside an open grassy clearing, panting ball-chaser reveals open grass before turning sharply after a ball; the pose shows balanced proportions.",pass,3,3,3,0.9392447272936503,0.8867267219660183,0,0,accepted,meets_all_automatic_thresholds
slot_25__dog__r01__c003,dog,movement,"A clear view shows floppy-eared home-guardian with a footpath while pulling lightly against a leash, as ground contact stays clear.",pass,3,3,3,0.9830773671468099,0.9743651888954142,0,0,accepted,meets_all_automatic_thresholds
slot_25__fox__r01__c001,fox,movement,"Sharp-eared field-stalker carries woodland cover using a low cautious trot across a pale winter field; meanwhile, the posture remains natural.",reject,1,3,0,0.21337108314037323,-0.5010698586702347,0,1,reject,stage1_reject
slot_25__fox__r01__c002,fox,movement,"Beside a broad dirt trail, russet snowline-hunter reveals the field with its full tail held level; nearby tracks indicate scale.",borderline,1,3,0,0.2246321439743042,-0.20044800639152527,1,0,borderline,stage1_borderline
slot_25__fox__r02__c081,fox,movement,"Within a pale winter field, russet snowline-hunter demonstrates a hedgerow before vanishing through a narrow gap, where the posture remains natural.",pass,3,3,3,0.579556534687678,0.37629976868629456,1,0,borderline,ambiguous_or_below_margin
slot_25__fox__r02__c082,fox,movement,"Snow before diving headfirst toward hidden movement distinguishes slender nighttime-forager near a broad dirt trail, where nearby tracks indicate scale.",pass,3,3,1,0.1938312699397405,-0.2608375499645869,1,1,rejected,high_confidence_wrong_class
slot_25__fox__r03__c164,fox,movement,"Within low evening light, amber-eyed meadow-prowler demonstrates snow before diving headfirst toward hidden movement, where surrounding plants provide scale.",pass,3,3,2,0.7584052582581838,0.5393893606960773,0,1,rejected,high_confidence_wrong_class
slot_25__fox__r03__c165,fox,movement,"Woodland cover using a low cautious trot distinguishes red-coated woodland-hunter near a shaded woodland edge, where the posture remains natural.",borderline,1,3,0,0.2790176570415497,-0.14914512634277344,1,0,borderline,stage1_borderline
slot_25__fox__r04__c241,fox,movement,"Against a pale winter field, snow before diving headfirst toward hidden movement defines bushy-tailed den-visitor; the posture remains natural.",pass,3,3,3,0.7132774988810221,0.4541646260768175,0,0,accepted,meets_all_automatic_thresholds
slot_25__fox__r04__c242,fox,movement,"Orange-chested hedgerow-stalker carries woodland cover using a low cautious trot across a broad dirt trail; meanwhile, nearby tracks indicate scale.",reject,1,3,0,0.437921404838562,-0.09345132112503052,0,1,reject,stage1_reject
slot_25__fox__r04__c243,fox,movement,"Beside a quiet fence line, amber-eyed meadow-prowler reveals the field with its full tail held level; the setting supports the behavior.",pass,3,3,2,0.7817113399505615,0.5688921532904109,0,1,rejected,high_confidence_wrong_class
slot_25__fox__r04__c245,fox,movement,"A clear view shows white-tipped brush-bearer with a hedgerow before vanishing through a narrow gap, as the posture remains natural.",reject,1,3,0,0.02873954176902771,-0.5329832136631012,0,1,reject,stage1_reject
slot_25__fox__r05__c321,fox,movement,"Orange-chested hedgerow-stalker displays a meadow through quick elastic bounds beside a pale winter field, while the posture remains natural.",pass,3,3,3,0.5846502780914307,0.3292885472377141,0,0,accepted,meets_all_automatic_thresholds
slot_25__fox__r05__c322,fox,movement,"Within a broad dirt trail, amber-eyed meadow-prowler demonstrates a hedgerow before vanishing through a narrow gap, where nearby tracks indicate scale.",pass,3,3,3,0.9081833362579346,0.8231485101083914,0,0,accepted,meets_all_automatic_thresholds
slot_25__fox__r05__c323,fox,movement,"Snow before diving headfirst toward hidden movement distinguishes red-coated woodland-hunter near a quiet fence line, where the setting supports the behavior.",borderline,1,3,0,0.2118423581123352,-0.17941439151763916,1,0,borderline,stage1_borderline
slot_25__fox__r05__c325,fox,movement,"Narrow-muzzled dusk-prowler carries the field with its full tail held level across a shaded woodland edge; meanwhile, the posture remains natural.",pass,3,3,3,0.6670142412185669,0.3908011118570964,0,0,accepted,meets_all_automatic_thresholds
slot_26__bear__r01__c001,bear,behavior_foraging,A bulky streamside fisher reveals river shallows during a patient fishing period.,pass,3,3,3,0.7651790579160055,0.627350714057684,0,0,accepted,meets_all_automatic_thresholds
slot_26__bear__r01__c002,bear,behavior_foraging,Berry bushes during long seasonal feeding identifies a thick-furred woodland giant.,pass,3,3,1,0.35784755647182465,-0.028413536647955578,0,2,rejected,high_confidence_wrong_class
slot_26__cat__r01__c002,cat,behavior_foraging,A striped household mouser has a warm patch before curling tightly.,pass,3,3,3,0.9948151111602783,0.9904589186577747,0,0,accepted,meets_all_automatic_thresholds
slot_26__cat__r01__c003,cat,behavior_foraging,A cardboard surface by repeated scratching defines an upright-tailed lap companion.,reject,1,3,0,0.11016661673784256,-0.3477416858077049,0,1,reject,stage1_reject
slot_26__cat__r02__c081,cat,behavior_foraging,A striped household mouser reveals its face and forelegs with careful grooming strokes.,pass,3,3,3,0.9946562449137369,0.9906954043544829,0,0,accepted,meets_all_automatic_thresholds
slot_26__cat__r02__c082,cat,behavior_foraging,Moving string with focused paw taps identifies an upright-tailed lap companion.,pass,3,3,3,0.9826327363650004,0.9696542555466294,0,0,accepted,meets_all_automatic_thresholds
slot_26__dog__r01__c001,dog,behavior_foraging,A broad-pawed walking partner shows the floor beside a familiar person's chair.,pass,3,3,3,0.9787136713663737,0.962928993627429,0,0,accepted,meets_all_automatic_thresholds
slot_26__dog__r01__c002,dog,behavior_foraging,A buried object with repeated digging is visible on a playful backyard digger.,reject,1,3,0,0.21857476234436035,-0.41843223571777344,0,1,reject,stage1_reject
slot_26__fox__r01__c001,fox,behavior_foraging,Open ground during quiet twilight patrols identifies an orange-chested hedge stalker.,pass,3,3,3,0.7267109553019205,0.5545918556551138,0,0,accepted,meets_all_automatic_thresholds
slot_26__fox__r01__c002,fox,behavior_foraging,An amber-eyed meadow prowler shows faint ground sounds with tilted ears.,pass,3,3,3,0.9237895607948303,0.8504428369924426,0,0,accepted,meets_all_automatic_thresholds
slot_27__bear__r01__c001,bear,behavior_foraging,Tree bark using its back and shoulders is visible on a massive shaggy forager.,reject,1,3,0,0.2971305847167969,-0.1974746584892273,0,1,reject,stage1_reject
slot_27__bear__r01__c002,bear,behavior_foraging,A round-eared forest giant has a sheltered cave before winter sleep.,pass,3,3,2,0.546151764690876,0.27972690512736637,0,1,rejected,high_confidence_wrong_class
slot_27__bear__r02__c081,bear,behavior_foraging,A round-eared forest giant reveals berry bushes during long seasonal feeding.,pass,3,3,3,0.7815997203191122,0.6742239333689213,0,0,accepted,meets_all_automatic_thresholds
slot_27__bear__r02__c082,bear,behavior_foraging,Loose logs while searching for insects identifies a broad-muzzled river hunter.,pass,3,3,3,0.9580704569816589,0.9327546178052822,0,0,accepted,meets_all_automatic_thresholds
slot_27__cat__r01__c001,cat,behavior_foraging,A whiskered lap companion carries its face and forelegs with careful grooming strokes.,pass,3,3,3,0.9791596333185831,0.9613916762173176,0,0,accepted,meets_all_automatic_thresholds
slot_27__cat__r01__c002,cat,behavior_foraging,Moving string with focused paw taps marks a purring house prowler.,pass,3,3,3,0.9928884506225586,0.9870979117695242,0,0,accepted,meets_all_automatic_thresholds
slot_27__dog__r01__c001,dog,behavior_foraging,New surroundings through persistent sniffing defines a leash-wearing companion.,pass,3,3,3,0.9868665933609009,0.980627059781303,0,0,accepted,meets_all_automatic_thresholds
slot_27__dog__r01__c002,dog,behavior_foraging,A wagging yard guardian carries the gate during an attentive watch.,pass,3,3,3,0.9453490773836771,0.9137023299311599,0,0,accepted,meets_all_automatic_thresholds
slot_27__fox__r01__c001,fox,behavior_foraging,A red-coated dusk hunter has spare food beneath loose leaves and soil.,reject,1,3,0,0.029886959120631218,-0.5803284663707018,0,1,reject,stage1_reject
slot_27__fox__r01__c002,fox,behavior_foraging,A concealed den near the woodland edge defines a white-tipped brush bearer.,reject,1,3,0,0.07642174512147903,-0.7315603420138359,0,1,reject,stage1_reject
slot_27__fox__r02__c081,fox,behavior_foraging,Faint ground sounds with tilted ears identifies a white-tipped brush bearer.,pass,3,3,2,0.4941742600252231,0.18731531811257204,0,1,rejected,high_confidence_wrong_class
slot_27__fox__r02__c083,fox,behavior_foraging,Spare food beneath loose leaves and soil is visible on a black-legged forest hunter.,borderline,1,3,0,0.09099580347537994,-0.3350638598203659,1,0,borderline,stage1_borderline
slot_27__fox__r03__c161,fox,behavior_foraging,A narrow-muzzled night prowler carries a concealed den near the woodland edge.,borderline,1,3,0,0.30732429027557373,-0.08021160960197449,1,0,borderline,stage1_borderline
slot_27__fox__r03__c162,fox,behavior_foraging,Open ground during quiet twilight patrols marks a black-legged forest hunter.,reject,1,3,0,0.10434256494045258,-0.7829770594835281,0,1,reject,stage1_reject
slot_27__fox__r04__c242,fox,behavior_foraging,A sharp-eared field stalker has spare food beneath loose leaves and soil.,pass,3,3,3,0.9111184477806091,0.8398722012837728,0,0,accepted,meets_all_automatic_thresholds
slot_27__fox__r04__c243,fox,behavior_foraging,A concealed den near the woodland edge defines a russet snowline hunter.,pass,3,3,1,0.3737447162469228,-0.11979664365450542,0,2,rejected,high_confidence_wrong_class
slot_27__fox__r04__c244,fox,behavior_foraging,A bushy-tailed den visitor carries open ground during quiet twilight patrols.,pass,3,3,3,0.9331638018290201,0.8856027951308837,0,0,accepted,meets_all_automatic_thresholds
slot_27__fox__r04__c245,fox,behavior_foraging,Faint ground sounds with tilted ears marks an orange-chested hedge stalker.,pass,3,3,2,0.5701175232728323,0.262704794605573,0,1,rejected,high_confidence_wrong_class
slot_27__fox__r05__c321,fox,behavior_foraging,A sharp-eared field stalker reveals open ground during quiet twilight patrols.,reject,1,3,0,0.2517637014389038,-0.4533613920211792,0,1,reject,stage1_reject
slot_27__fox__r05__c322,fox,behavior_foraging,Faint ground sounds with tilted ears identifies a russet snowline hunter.,pass,3,3,3,0.6972520550092062,0.40493278950452805,0,0,accepted,meets_all_automatic_thresholds
slot_27__fox__r05__c323,fox,behavior_foraging,A bushy-tailed den visitor shows small prey through a sudden vertical pounce.,pass,3,3,2,0.6078668236732483,0.2602854569753011,0,1,rejected,high_confidence_wrong_class
slot_27__fox__r05__c325,fox,behavior_foraging,An amber-eyed meadow prowler has a concealed den near the woodland edge.,pass,3,3,3,0.8963479598363241,0.7981897772600254,0,0,accepted,meets_all_automatic_thresholds
slot_28__bear__r01__c001,bear,behavior_foraging,Heavy-pawed backcountry-wanderer carries berry bushes during long seasonal feeding across a sunlit garden path.,pass,3,3,2,0.5507586995760599,0.3056651105483373,0,0,accepted,meets_all_automatic_thresholds
slot_28__bear__r01__c002,bear,behavior_foraging,"Beside a rocky meadow, thick-furred cave-sleeper reveals loose logs while searching for insects.",pass,3,3,2,0.6055214355389277,0.2539829096446435,0,1,rejected,high_confidence_wrong_class
slot_28__cat__r01__c001,cat,behavior_foraging,A clear view shows purring room-explorer with a warm patch before curling tightly near a rocky meadow.,pass,3,3,3,0.9913079341252645,0.9865298782630513,0,0,accepted,meets_all_automatic_thresholds
slot_28__cat__r01__c002,cat,behavior_foraging,Retractable-clawed climber displays a cardboard surface by repeated scratching beside a pale winter field.,reject,1,3,0,0.1448669582605362,-0.3230280429124832,0,1,reject,stage1_reject
slot_28__dog__r01__c001,dog,behavior_foraging,Leash-following walking-partner becomes recognizable through a buried object with repeated digging near a shaded woodland edge.,pass,3,3,3,0.9374914566675822,0.8936266695770124,0,0,accepted,meets_all_automatic_thresholds
slot_28__dog__r01__c002,dog,behavior_foraging,A clear view shows panting ball-chaser with a thrown ball before carrying it back near a misty hillside.,pass,3,3,2,0.5286091566085815,0.2511445979277293,1,0,borderline,ambiguous_or_below_margin
slot_28__fox__r01__c001,fox,behavior_foraging,"Beside scattered autumn leaves, black-legged forest-shadow reveals faint ground sounds with tilted ears.",reject,1,3,0,0.20060110092163086,-0.29071393609046936,0,1,reject,stage1_reject
slot_28__fox__r01__c002,fox,behavior_foraging,Sharp-eared field-stalker becomes recognizable through small prey through a sudden vertical pounce near a patch of dense brush.,reject,1,3,0,0.06870587915182114,-0.8428964987397194,0,1,reject,stage1_reject
slot_28__fox__r02__c081,fox,behavior_foraging,A concealed den near the woodland edge distinguishes sharp-eared field-stalker near scattered autumn leaves.,reject,1,3,0,0.1568702608346939,-0.5474391430616379,0,1,reject,stage1_reject
slot_28__fox__r02__c082,fox,behavior_foraging,"Against a patch of dense brush, open ground during quiet twilight patrols defines russet snowline-hunter.",pass,3,3,1,0.42367059489091236,-0.12033095955848694,0,2,rejected,high_confidence_wrong_class
slot_28__fox__r03__c161,fox,behavior_foraging,A clear view shows russet snowline-hunter with small prey through a sudden vertical pounce near scattered autumn leaves.,pass,3,3,3,0.9140207568804423,0.8453995905195674,0,0,accepted,meets_all_automatic_thresholds
slot_28__fox__r03__c162,fox,behavior_foraging,Slender nighttime-forager displays spare food beneath loose leaves and soil beside a patch of dense brush.,reject,1,3,0,0.24952393770217896,-0.29040104150772095,0,1,reject,stage1_reject
slot_28__fox__r04__c242,fox,behavior_foraging,"Beside a patch of dense brush, bushy-tailed den-visitor reveals faint ground sounds with tilted ears.",reject,1,3,0,0.17715437710285187,-0.4374607056379318,0,1,reject,stage1_reject
slot_28__fox__r04__c245,fox,behavior_foraging,Red-coated woodland-hunter displays a concealed den near the woodland edge beside soft morning light.,reject,1,3,0,0.142912819981575,-0.47775374352931976,0,1,reject,stage1_reject
slot_28__fox__r04__c246,fox,behavior_foraging,"Within a sunlit garden path, white-tipped brush-bearer demonstrates open ground during quiet twilight patrols.",pass,3,3,3,0.43160085876782733,0.16871131459871927,2,0,borderline,ambiguous_or_below_margin
slot_28__fox__r04__c247,fox,behavior_foraging,Faint ground sounds with tilted ears distinguishes narrow-muzzled dusk-prowler near a rocky meadow.,pass,3,3,3,0.9504098494847616,0.9121319515009721,0,0,accepted,meets_all_automatic_thresholds
slot_29__bear__r01__c002,bear,behavior_foraging,"Short-tailed mountain-roamer displays river shallows during a patient fishing period beside a quiet fence line, while the posture remains natural.",pass,3,3,2,0.5624285042285919,0.19671795268853506,0,1,rejected,high_confidence_wrong_class
slot_29__bear__r01__c004,bear,behavior_foraging,"Loose logs while searching for insects distinguishes long-clawed wilderness-resident near a shaded woodland edge, where the setting supports the behavior.",pass,3,3,3,0.8274098833401998,0.7227363201479117,0,0,accepted,meets_all_automatic_thresholds
slot_29__cat__r01__c001,cat,behavior_foraging,"Moving string with focused paw taps distinguishes long-tailed household-companion near a quiet fence line, where the setting supports the behavior.",reject,1,3,0,0.0031119724735617638,-0.8307273844256997,0,1,reject,stage1_reject
slot_29__cat__r01__c003,cat,behavior_foraging,"Velvet-footed small-hunter carries a warm patch before curling tightly across a shaded woodland edge; meanwhile, the posture remains natural.",pass,3,3,1,0.21825618048508963,-0.42474893232186633,0,2,rejected,high_confidence_wrong_class
slot_29__cat__r02__c082,cat,behavior_foraging,"Velvet-footed small-hunter displays its face and forelegs with careful grooming strokes beside low evening light, while surrounding plants provide scale.",pass,3,3,2,0.3941967338323593,-0.021855443716049194,0,1,rejected,high_confidence_wrong_class
slot_29__cat__r02__c083,cat,behavior_foraging,"Within a shaded woodland edge, curled-tail home-companion demonstrates moving string with focused paw taps, where the posture remains natural.",pass,3,3,3,0.8436254461606344,0.7127483213941256,0,0,accepted,meets_all_automatic_thresholds
slot_29__dog__r01__c001,dog,behavior_foraging,"Within a shallow stream bank, floppy-eared home-guardian demonstrates the gate during an attentive watch, where its full body stays visible.",reject,1,3,0,0.3467162251472473,-0.30170494318008423,0,1,reject,stage1_reject
slot_29__dog__r01__c002,dog,behavior_foraging,"The floor beside a familiar person's chair distinguishes keen-nosed scent-follower near a calm farmyard, where the background preserves its outline.",pass,3,3,2,0.4604407250881195,0.0704614520072937,0,1,rejected,high_confidence_wrong_class
slot_29__dog__r02__c083,dog,behavior_foraging,"Tongue-out family-companion displays the gate during an attentive watch beside scattered autumn leaves, while the head and torso remain visible.",borderline,1,3,1,0.46755102276802063,0.23107363283634186,1,0,borderline,stage1_borderline
slot_29__dog__r02__c084,dog,behavior_foraging,"Within a patch of dense brush, wagging household-companion demonstrates the floor beside a familiar person's chair, where the viewpoint remains level.",borderline,1,3,0,0.20364338159561157,-0.14976108074188232,1,0,borderline,stage1_borderline
slot_29__dog__r03__c161,dog,behavior_foraging,"Against a shallow stream bank, the floor beside a familiar person's chair defines playful backyard-digger; its full body stays visible.",reject,1,3,0,0.15887102484703064,-0.43018051981925964,0,1,reject,stage1_reject
slot_29__dog__r03__c162,dog,behavior_foraging,"Tongue-out family-companion carries a buried object with repeated digging across a calm farmyard; meanwhile, the background preserves its outline.",borderline,1,3,0,0.2262006551027298,-0.22151054441928864,1,0,borderline,stage1_borderline
slot_29__dog__r04__c241,dog,behavior_foraging,"Tongue-out family-companion displays new surroundings through persistent sniffing beside a shallow stream bank, while its full body stays visible.",pass,3,3,3,0.9608176946640015,0.933225387086471,0,0,accepted,meets_all_automatic_thresholds
slot_29__dog__r04__c242,dog,behavior_foraging,"Within a calm farmyard, wagging household-companion demonstrates the gate during an attentive watch, where the background preserves its outline.",pass,3,3,2,0.6269586682319641,0.36403927641610306,0,1,rejected,high_confidence_wrong_class
slot_29__dog__r04__c243,dog,behavior_foraging,"The floor beside a familiar person's chair distinguishes collar-wearing yard-guardian near scattered autumn leaves, where the head and torso remain visible.",borderline,1,3,0,0.2826121747493744,-0.06080746650695801,1,0,borderline,stage1_borderline
slot_29__dog__r04__c244,dog,behavior_foraging,"Against a patch of dense brush, a buried object with repeated digging defines wet-nosed trail-helper; the viewpoint remains level.",reject,1,3,0,0.18763309717178345,-0.410205602645874,0,1,reject,stage1_reject
slot_29__fox__r01__c001,fox,behavior_foraging,"Slender nighttime-forager displays a concealed den near the woodland edge beside a weathered wooden gate, while soft light preserves surface detail.",borderline,1,3,0,0.12857209146022797,-0.23035050928592682,1,0,borderline,stage1_borderline
slot_29__fox__r01__c002,fox,behavior_foraging,"Within soft morning light, bushy-tailed den-visitor demonstrates open ground during quiet twilight patrols, where the pose shows balanced proportions.",pass,3,3,3,0.8722690343856812,0.7577940343568722,0,0,accepted,meets_all_automatic_thresholds
slot_30__bear__r01__c001,bear,behavior_foraging,"Loose logs while searching for insects distinguishes long-clawed wilderness-resident near a shaded woodland edge, where the moment appears unstaged.",pass,3,3,3,0.8338868816693624,0.7333669885993004,0,0,accepted,meets_all_automatic_thresholds
slot_30__bear__r01__c003,bear,behavior_foraging,"Round-eared timberland-giant carries a sheltered cave before winter sleep across a narrow riverside path; meanwhile, soft light preserves surface detail.",pass,3,3,2,0.6089901983117064,0.22522923824726604,0,1,rejected,high_confidence_wrong_class
slot_30__bear__r02__c081,bear,behavior_foraging,"A clear view shows massive shaggy-forager with river shallows during a patient fishing period, as the moment appears unstaged.",pass,3,3,3,0.6162579854329427,0.36159221331278485,0,0,accepted,meets_all_automatic_thresholds
slot_30__bear__r02__c083,bear,behavior_foraging,"Within a narrow riverside path, broad-muzzled river-hunter demonstrates loose logs while searching for insects, where soft light preserves surface detail.",pass,3,3,3,0.8514103293418884,0.7542882983883222,0,0,accepted,meets_all_automatic_thresholds
slot_30__cat__r01__c002,cat,behavior_foraging,"Whiskered house-prowler becomes recognizable through its face and forelegs with careful grooming strokes, while the moment appears unstaged.",pass,3,3,3,0.9876439372698466,0.9795767207009097,0,0,accepted,meets_all_automatic_thresholds
slot_30__cat__r01__c004,cat,behavior_foraging,"Slit-eyed indoor-hunter displays dusty corners during a patient indoor patrol beside a calm farmyard, while soft light preserves surface detail.",borderline,1,3,0,0.20313215255737305,-0.1726885437965393,1,0,borderline,stage1_borderline
slot_30__dog__r01__c001,dog,behavior_foraging,"Tongue-out family-companion carries a thrown ball before carrying it back across a patch of dense brush; meanwhile, the posture remains natural.",borderline,1,3,0,0.1939122974872589,-0.1865839660167694,0,0,borderline,stage1_borderline
slot_30__dog__r01__c004,dog,behavior_foraging,"A clear view shows wet-nosed trail-helper with the floor beside a familiar person's chair, as surrounding plants provide scale.",borderline,1,3,0,0.15145249664783478,-0.22714103758335114,1,0,borderline,stage1_borderline
slot_30__dog__r02__c081,dog,behavior_foraging,"Within a patch of dense brush, wagging household-companion demonstrates the floor beside a familiar person's chair, where the posture remains natural.",borderline,1,3,0,0.2781902849674225,-0.059321969747543335,1,0,borderline,stage1_borderline
slot_30__dog__r02__c082,dog,behavior_foraging,"A buried object with repeated digging distinguishes collar-wearing yard-guardian near an open grassy clearing, where nearby tracks indicate scale.",borderline,1,3,0,0.3729320168495178,-0.07305514812469482,0,0,borderline,stage1_borderline
