sample_index,description_id,true_concept,description,k,same_concept_neighbors,purity,random_balanced_label_baseline
220,slot_28__wolf__r04__c245,wolf,Large gray howling pack hunter becomes recognizable through careful scent inspection along a territorial boundary near a shallow stream bank.,10,10,1.0,0.12280701754385964
221,slot_28__rabbit__r01__c001,rabbit,Steady nibbling of clover beside the burrow distinguishes white-tailed garden visitor near a calm farmyard.,10,9,0.9,0.12280701754385964
222,slot_28__deer__r04__c243,deer,Stripping soft bark during a sparse winter distinguishes brown woodland browser with branching antlers near a rocky meadow.,10,9,0.9,0.12280701754385964
223,slot_28__horse__r01__c001,horse,Single-hoofed riding companion displays steady grazing with lips clipping short grass beside a quiet fence line.,10,9,0.9,0.12280701754385964
224,slot_29__cat__r02__c083,cat,"Within a shaded woodland edge, curled-tail home-companion demonstrates moving string with focused paw taps, where the posture remains natural.",10,2,0.2,0.12280701754385964
225,slot_29__dog__r04__c241,dog,"Tongue-out family-companion displays new surroundings through persistent sniffing beside a shallow stream bank, while its full body stays visible.",10,6,0.6,0.12280701754385964
226,slot_29__fox__r01__c002,fox,"Within soft morning light, bushy-tailed den-visitor demonstrates open ground during quiet twilight patrols, where the pose shows balanced proportions.",10,7,0.7,0.12280701754385964
227,slot_29__bear__r01__c004,bear,"Loose logs while searching for insects distinguishes long-clawed wilderness-resident near a shaded woodland edge, where the setting supports the behavior.",10,3,0.3,0.12280701754385964
228,slot_29__wolf__r06__c404,wolf,"Food sharing among an organized family group distinguishes long-legged snow pack hunter near scattered autumn leaves, where its full body stays visible.",10,4,0.4,0.12280701754385964
229,slot_29__rabbit__r01__c003,rabbit,"A clear view shows short-tailed garden browser with steady nibbling of clover beside the burrow, as ground contact stays clear.",10,9,0.9,0.12280701754385964
230,slot_29__deer__r01__c004,deer,"A clear view shows branch-antlered woodland traveler with stripping soft bark during a sparse winter, as surrounding plants provide scale.",10,10,1.0,0.12280701754385964
231,slot_29__horse__r01__c001,horse,"Against a misty hillside, slow chewing beside a pasture water trough defines saddle-trained trail companion; the head and torso remain visible.",10,10,1.0,0.12280701754385964
232,slot_30__cat__r01__c002,cat,"Whiskered house-prowler becomes recognizable through its face and forelegs with careful grooming strokes, while the moment appears unstaged.",10,7,0.7,0.12280701754385964
233,slot_30__dog__r05__c323,dog,"A buried object with repeated digging distinguishes broad-pawed gate-watcher near a weathered wooden gate, where the setting supports the behavior.",10,9,0.9,0.12280701754385964
234,slot_30__fox__r01__c002,fox,"Red-coated woodland-hunter carries spare food beneath loose leaves and soil across a pale winter field; meanwhile, the viewpoint remains level.",10,4,0.4,0.12280701754385964
235,slot_30__bear__r02__c081,bear,"A clear view shows massive shaggy-forager with river shallows during a patient fishing period, as the moment appears unstaged.",10,9,0.9,0.12280701754385964
236,slot_30__wolf__r08__c565,wolf,"Between brief watchful pauses, large gray howling pack hunter displays food sharing among an organized family group near soft morning light, while nearby tracks indicate scale.",10,8,0.8,0.12280701754385964
237,slot_30__rabbit__r03__c161,rabbit,"A shallow scrape exposing roots and fresh shoots distinguishes soft-coated burrow dweller near a sunlit garden path, where the viewpoint remains level.",10,8,0.8,0.12280701754385964
238,slot_30__deer__r02__c082,deer,"Beside a shaded woodland edge, slender-legged forest grazer reveals browsing tender leaves from low branches; soft light preserves surface detail.",10,6,0.6,0.12280701754385964
239,slot_30__horse__r01__c001,horse,"Swift-maned open-field runner becomes recognizable through searching hay with a flexible upper lip, while the setting supports the behavior.",10,8,0.8,0.12280701754385964
240,slot_31__cat__r01__c001,cat,A retractable-clawed mouser shows a garden wall overlooking moving leaves.,10,6,0.6,0.12280701754385964
241,slot_31__dog__r02__c082,dog,A neighborhood path beside a handled leash marks a collared gate watcher.,10,10,1.0,0.12280701754385964
242,slot_31__fox__r04__c243,fox,A woodland margin beside open grass identifies an orange-chested hedge stalker.,10,7,0.7,0.12280701754385964
243,slot_31__bear__r01__c002,bear,A heavy-pawed mountain roamer reveals a mountain forest containing berry thickets.,10,8,0.8,0.12280701754385964
244,slot_31__wolf__r01__c002,wolf,A snowy conifer forest crossed by pack tracks marks a sharp-eared snow tracker.,10,9,0.9,0.12280701754385964
245,slot_31__rabbit__r05__c321,rabbit,A sandy bank containing several narrow tunnels identifies a clover grazer.,10,7,0.7,0.12280701754385964
246,slot_31__deer__r01__c003,deer,A branch-antlered forest browser carries a forest edge filled with tender browse.,10,10,1.0,0.12280701754385964
247,slot_31__horse__r01__c003,horse,A quiet barn aisle lined with hay defines a broad-chested paddock runner.,10,10,1.0,0.12280701754385964
248,slot_32__cat__r02__c081,cat,A long-whiskered home companion shows a sunny windowsill above indoor plants.,10,10,1.0,0.12280701754385964
249,slot_32__dog__r01__c001,dog,A floppy-eared home guardian has an open field suited to running and retrieval.,10,8,0.8,0.12280701754385964
250,slot_32__fox__r01__c002,fox,A bushy-tailed den visitor has a snowy field containing faint prey tracks.,10,4,0.4,0.12280701754385964
251,slot_32__bear__r01__c001,bear,A powerful berry gatherer shows a dense woodland trail marked by broad tracks.,10,8,0.8,0.12280701754385964
252,slot_32__wolf__r01__c002,wolf,A pale-muzzled pack sentinel shows an open tundra ridge beneath cold wind.,10,10,1.0,0.12280701754385964
253,slot_32__rabbit__r01__c002,rabbit,A garden edge beside low leafy cover identifies a round-eyed clover browser.,10,9,0.9,0.12280701754385964
254,slot_32__deer__r01__c003,deer,An autumn ridge beneath scattered oak trees identifies a long-legged clearing grazer.,10,7,0.7,0.12280701754385964
255,slot_32__horse__r04__c244,horse,A saddle companion reveals a training ring surrounded by low rails.,10,9,0.9,0.12280701754385964
256,slot_33__cat__r04__c242,cat,Slit-eyed indoor-hunter becomes recognizable through a sunny windowsill above indoor plants near a rocky meadow.,10,6,0.6,0.12280701754385964
257,slot_33__dog__r02__c081,dog,A neighborhood path beside a handled leash distinguishes tongue-out family-companion near low evening light.,10,10,1.0,0.12280701754385964
258,slot_33__fox__r01__c001,fox,Orange-chested hedgerow-stalker carries a woodland margin beside open grass across a calm farmyard.,10,9,0.9,0.12280701754385964
259,slot_33__bear__r01__c001,bear,"Against soft morning light, a mountain forest containing berry thickets defines bulky streamside-fisher.",10,8,0.8,0.12280701754385964
260,slot_33__wolf__r01__c001,wolf,A snowy conifer forest crossed by pack tracks distinguishes social mountain hunter near a quiet fence line.,10,7,0.7,0.12280701754385964
261,slot_33__rabbit__r04__c245,rabbit,Round-eyed meadow nibbler with tall ears carries a garden edge beside low leafy cover across an open grassy clearing.,10,8,0.8,0.12280701754385964
262,slot_33__deer__r01__c002,deer,"Within soft morning light, branch-antlered woodland traveler demonstrates a forest edge filled with tender browse.",10,10,1.0,0.12280701754385964
263,slot_33__horse__r01__c002,horse,Swift-maned open-field runner displays a quiet barn aisle lined with hay beside a quiet fence line.,10,8,0.8,0.12280701754385964
264,slot_34__cat__r05__c326,cat,"A sunny windowsill above indoor plants distinguishes whiskered house-prowler near a narrow riverside path, where the background preserves its outline.",10,9,0.9,0.12280701754385964
265,slot_34__dog__r03__c162,dog,"Against a shallow stream bank, a fenced backyard containing scattered toys defines panting ball-chaser; the pose shows balanced proportions.",10,6,0.6,0.12280701754385964
266,slot_34__fox__r04__c246,fox,"Against a pale winter field, a quiet meadow during early dawn defines amber-eyed meadow-prowler; the posture remains natural.",10,10,1.0,0.12280701754385964
267,slot_34__bear__r01__c003,bear,"Heavy-pawed backcountry-wanderer displays a mountain forest containing berry thickets beside a quiet fence line, while the viewpoint remains level.",10,7,0.7,0.12280701754385964
268,slot_34__wolf__r01__c003,wolf,"A clear view shows amber-eyed pack sentinel with a snowy conifer forest crossed by pack tracks, as ground contact stays clear.",10,10,1.0,0.12280701754385964
269,slot_34__rabbit__r01__c001,rabbit,"Soft-coated burrow dweller carries a garden edge beside low leafy cover across a patch of dense brush; meanwhile, the posture remains natural.",10,9,0.9,0.12280701754385964
270,slot_34__deer__r04__c245,deer,"Brown woodland browser with branching antlers becomes recognizable through a forest edge filled with tender browse, while the head and torso remain visible.",10,10,1.0,0.12280701754385964
271,slot_34__horse__r04__c245,horse,"Beside a calm farmyard, tall saddle-trained riding companion reveals a quiet barn aisle lined with hay; the moment appears unstaged.",10,6,0.6,0.12280701754385964
272,slot_35__cat__r01__c002,cat,"Beside a misty hillside, padded-paw windowsill-watcher reveals a dim hallway containing scattered household shadows; nearby tracks indicate scale.",10,6,0.6,0.12280701754385964
273,slot_35__dog__r01__c002,dog,"Broad-pawed gate-watcher carries an open field suited to running and retrieval across a patch of dense brush; meanwhile, the viewpoint remains level.",10,7,0.7,0.12280701754385964
274,slot_35__fox__r04__c241,fox,"Within a sunlit garden path, bushy-tailed den-visitor demonstrates a woodland margin beside open grass, where the moment appears unstaged.",10,3,0.3,0.12280701754385964
275,slot_35__bear__r02__c085,bear,"A cold river crowded by migrating fish distinguishes long-clawed wilderness-resident near a shallow stream bank, where nearby tracks indicate scale.",10,5,0.5,0.12280701754385964
276,slot_35__wolf__r02__c082,wolf,"Deep-chested roaming predator becomes recognizable through a snowy conifer forest crossed by pack tracks, while its full body stays visible.",10,9,0.9,0.12280701754385964
277,slot_35__rabbit__r02__c082,rabbit,"Beside a sunlit garden path, compact meadow forager reveals a grassy meadow dotted with hidden burrow openings; soft light preserves surface detail.",10,7,0.7,0.12280701754385964
278,slot_35__deer__r03__c163,deer,"An autumn ridge beneath scattered oak trees distinguishes long-legged herd grazer near a shaded woodland edge, where the posture remains natural.",10,9,0.9,0.12280701754385964
279,slot_35__horse__r02__c082,horse,"Against a calm farmyard, a fenced pasture beside a wooden stable defines saddle-trained trail companion; the background preserves its outline.",10,8,0.8,0.12280701754385964
280,slot_36__cat__r01__c001,cat,Gentle brushing while remaining loosely curled identifies a soft-pawed indoor hunter.,10,8,0.8,0.12280701754385964
281,slot_36__dog__r01__c001,dog,A broad-pawed walking partner reveals a walking partner by matching their pace.,10,7,0.7,0.12280701754385964
282,slot_36__fox__r01__c002,fox,An amber-eyed meadow prowler reveals a distant observer before retreating into brush.,10,10,1.0,0.12280701754385964
283,slot_36__bear__r01__c002,bear,A distant hiker before turning toward cover marks a thick-furred woodland giant.,10,9,0.9,0.12280701754385964
284,slot_36__wolf__r01__c001,wolf,Careful sniffing around an abandoned sled track defines a long-legged wilderness hunter.,10,7,0.7,0.12280701754385964
285,slot_36__rabbit__r01__c002,rabbit,Gentle sniffing of a hand holding leafy greens defines a short-tailed garden visitor.,10,6,0.6,0.12280701754385964
286,slot_36__deer__r03__c161,deer,Alert watching of a distant roadside vehicle defines a pale-rumped grazer.,10,3,0.3,0.12280701754385964
287,slot_36__horse__r01__c003,horse,An upright-eared pasture grazer has steady response to a rider's rein signal.,10,10,1.0,0.12280701754385964
288,slot_37__cat__r01__c001,cat,A whiskered lap companion has nearby footsteps before following between rooms.,10,8,0.8,0.12280701754385964
289,slot_37__dog__r01__c002,dog,A wagging yard guardian has a handler's gesture before sitting attentively.,10,10,1.0,0.12280701754385964
290,slot_37__fox__r05__c322,fox,A distant observer before retreating into brush marks a russet snowline hunter.,10,9,0.9,0.12280701754385964
291,slot_37__bear__r01__c001,bear,An empty trail after detecting approaching voices identifies a massive shaggy forager.,10,7,0.7,0.12280701754385964
292,slot_37__wolf__r07__c485,wolf,A wild gray pack hunter shows careful sniffing around an abandoned sled track.,10,9,0.9,0.12280701754385964
293,slot_37__rabbit__r08__c564,rabbit,A relaxed long-eared grazer displays curious inspection of a cardboard tunnel.,10,10,1.0,0.12280701754385964
294,slot_37__deer__r01__c002,deer,Careful approach toward a salt block marks a white-tailed meadow grazer.,10,2,0.2,0.12280701754385964
295,slot_37__horse__r01__c001,horse,Careful stepping into a waiting trailer defines a long-maned pasture runner.,10,10,1.0,0.12280701754385964
296,slot_38__cat__r01__c001,cat,"Beside soft morning light, purring room-explorer reveals an offered hand before rubbing its cheek.",10,10,1.0,0.12280701754385964
297,slot_38__dog__r02__c082,dog,A walking partner by matching their pace distinguishes broad-pawed gate-watcher near low evening light.,10,10,1.0,0.12280701754385964
298,slot_38__fox__r01__c002,fox,Sharp-eared field-stalker carries a roadside light with a brief cautious pause across a calm farmyard.,10,6,0.6,0.12280701754385964
299,slot_38__bear__r04__c244,bear,Long-clawed wilderness-resident carries an empty trail after detecting approaching voices across a rocky meadow.,10,6,0.6,0.12280701754385964
300,slot_38__wolf__r04__c242,wolf,"Within a quiet fence line, pale-muzzled forest pack hunter demonstrates cautious inspection of a distant trail camera.",10,5,0.5,0.12280701754385964
301,slot_38__rabbit__r05__c322,rabbit,"Beside a shallow stream bank, small hopping burrow forager reveals quick retreat beneath a low garden bench.",10,8,0.8,0.12280701754385964
302,slot_38__deer__r04__c243,deer,Brown woodland browser with branching antlers displays a sudden retreat from boots on the trail beside soft morning light.,10,10,1.0,0.12280701754385964
303,slot_38__horse__r01__c002,horse,A clear view shows powerful paddock runner with steady response to a rider's rein signal near a broad dirt trail.,10,9,0.9,0.12280701754385964
304,slot_39__cat__r01__c002,cat,"Within a broad dirt trail, striped hearthside-prowler demonstrates gentle brushing while remaining loosely curled, where the pose shows balanced proportions.",10,9,0.9,0.12280701754385964
305,slot_39__dog__r03__c162,dog,"A returning person with vigorous tail sweeps distinguishes tongue-out family-companion near a narrow riverside path, where the posture remains natural.",10,5,0.5,0.12280701754385964
306,slot_39__fox__r01__c002,fox,"A clear view shows bushy-tailed den-visitor with discarded food while remaining ready to flee, as the head and torso remain visible.",10,5,0.5,0.12280701754385964
307,slot_39__bear__r01__c002,bear,"Short-tailed mountain-roamer becomes recognizable through a roadside vehicle while remaining beyond the barrier, while the moment appears unstaged.",10,3,0.3,0.12280701754385964
308,slot_39__wolf__r04__c243,wolf,"Beside a narrow riverside path, wild gray pack predator reveals careful sniffing around an abandoned sled track; the setting supports the behavior.",10,10,1.0,0.12280701754385964
309,slot_39__rabbit__r02__c082,rabbit,"Within a patch of dense brush, short-tailed garden browser demonstrates soft pawing at the edge of a woven enclosure, where the viewpoint remains level.",10,4,0.4,0.12280701754385964
310,slot_39__deer__r03__c162,deer,"Beside a rocky meadow, branch-antlered woodland traveler reveals alert watching of a distant roadside vehicle; ground contact stays clear.",10,10,1.0,0.12280701754385964
311,slot_39__horse__r01__c002,horse,"Patient standing beside a grooming brush distinguishes muscular farmyard traveler near a shaded woodland edge, where the setting supports the behavior.",10,5,0.5,0.12280701754385964
312,slot_40__cat__r07__c483,cat,"Against a misty hillside, a familiar voice with an upright tail defines striped hearthside-prowler; its full body stays visible.",10,8,0.8,0.12280701754385964
313,slot_40__dog__r03__c162,dog,"Beside scattered autumn leaves, wet-nosed trail-helper reveals a handler's gesture before sitting attentively; ground contact stays clear.",10,2,0.2,0.12280701754385964
314,slot_40__fox__r01__c001,fox,"Within soft morning light, amber-eyed meadow-prowler demonstrates a roadside light with a brief cautious pause, where nearby tracks indicate scale.",10,9,0.9,0.12280701754385964
315,slot_40__bear__r01__c001,bear,"Long-clawed wilderness-resident displays a ranger's observation from across the river beside a quiet fence line, while the viewpoint remains level.",10,7,0.7,0.12280701754385964
316,slot_40__wolf__r04__c245,wolf,"Careful sniffing around an abandoned sled track distinguishes bushy-tailed mountain pack tracker near an open grassy clearing, where ground contact stays clear.",10,5,0.5,0.12280701754385964
317,slot_40__rabbit__r03__c163,rabbit,"Quiet resting beside a ceramic food dish distinguishes white-tailed garden visitor near a sunlit garden path, where the posture remains natural.",10,5,0.5,0.12280701754385964
318,slot_40__deer__r01__c001,deer,"Beside a broad dirt trail, branch-antlered woodland traveler reveals a sudden retreat from boots on the trail; its full body stays visible.",10,10,1.0,0.12280701754385964
319,slot_40__horse__r02__c082,horse,"Calm acceptance of a saddle and bridle distinguishes broad-chested stable resident near a shallow stream bank, where the pose shows balanced proportions.",10,8,0.8,0.12280701754385964
320,slot_41__cat__r01__c002,cat,Focused watching of birds beyond a closed window identifies a slit-eyed room hunter.,10,9,0.9,0.12280701754385964
321,slot_41__dog__r02__c082,dog,Careful sniffing during a new animal greeting defines a collared gate watcher.,10,9,0.9,0.12280701754385964
322,slot_41__fox__r03__c162,fox,Brief nose contact near a shared den identifies a russet snowline hunter.,10,10,1.0,0.12280701754385964
323,slot_41__bear__r01__c003,bear,Wide avoidance of another massive forest forager marks a long-clawed cave sleeper.,10,6,0.6,0.12280701754385964
324,slot_41__wolf__r07__c485,wolf,A forest pack sentinel carries nose-to-muzzle greeting within the family group.,10,8,0.8,0.12280701754385964
325,slot_41__rabbit__r01__c001,rabbit,Close huddling with smaller meadow companions is visible on a white-tailed garden browser.,10,9,0.9,0.12280701754385964
326,slot_41__deer__r02__c082,deer,A forest herd grazer reveals an antler display toward a competing male.,10,8,0.8,0.12280701754385964
327,slot_41__horse__r01__c001,horse,Close following behind the herd leader identifies a flowing-tailed field grazer.,10,4,0.4,0.12280701754385964
328,slot_42__cat__r06__c402,cat,A cautious nose greeting with a familiar room companion defines a purring house prowler.,10,8,0.8,0.12280701754385964
329,slot_42__dog__r01__c001,dog,A floppy-eared home guardian shows quiet resting against another household companion.,10,7,0.7,0.12280701754385964
330,slot_42__fox__r01__c001,fox,Defensive circling around younger den residents identifies a russet snowline hunter.,10,8,0.8,0.12280701754385964
331,slot_42__bear__r01__c003,bear,A bulky streamside fisher shows careful watching of grazing animals across the slope.,10,7,0.7,0.12280701754385964
332,slot_42__wolf__r04__c244,wolf,Protective positioning near younger pack members identifies a howling snow hunter.,10,9,0.9,0.12280701754385964
333,slot_42__rabbit__r01__c002,rabbit,A warning foot thump near feeding companions marks a round-eyed clover browser.,10,7,0.7,0.12280701754385964
334,slot_42__deer__r01__c002,deer,An alert brown woodland browser carries an antler display toward a competing male.,10,10,1.0,0.12280701754385964
335,slot_42__horse__r02__c082,horse,A farm runner shows ear-pinned warning toward a newcomer at feed.,10,7,0.7,0.12280701754385964
336,slot_43__cat__r01__c002,cat,"Beside soft morning light, curled-tail home-companion reveals silent stalking of a tiny moving insect.",10,4,0.4,0.12280701754385964
337,slot_43__dog__r01__c004,dog,Collar-wearing yard-guardian becomes recognizable through careful sniffing during a new animal greeting near a shaded woodland edge.,10,5,0.5,0.12280701754385964
338,slot_43__fox__r01__c002,fox,"Against a shallow stream bank, brief nose contact near a shared den defines amber-eyed meadow-prowler.",10,10,1.0,0.12280701754385964
339,slot_43__bear__r02__c083,bear,Round-eared timberland-giant displays patient waiting near fish moving through shallows beside soft morning light.,10,9,0.9,0.12280701754385964
340,slot_43__wolf__r07__c485,wolf,A tense boundary display toward a rival group distinguishes thick-coated howling sentinel near a shaded woodland edge.,10,6,0.6,0.12280701754385964
341,slot_43__rabbit__r01__c001,rabbit,A clear view shows short-tailed garden browser with nose touching with another long-eared grazer near a misty hillside.,10,9,0.9,0.12280701754385964
342,slot_43__deer__r02__c081,deer,"Against a patch of dense brush, an antler display toward a competing male defines branch-antlered woodland traveler.",10,10,1.0,0.12280701754385964
343,slot_43__horse__r01__c001,horse,"Beside a rocky meadow, upright-eared pasture grazer reveals parallel grazing beside several herd companions.",10,8,0.8,0.12280701754385964
344,slot_44__cat__r03__c162,cat,"Focused watching of birds beyond a closed window distinguishes retractable-clawed climber near a pale winter field, where the posture remains natural.",10,7,0.7,0.12280701754385964
345,slot_44__dog__r01__c004,dog,"Within a shallow stream bank, panting ball-chaser demonstrates coordinated running beside a familiar walking partner, where its full body stays visible.",10,7,0.7,0.12280701754385964
346,slot_44__fox__r04__c242,fox,"Beside a patch of dense brush, russet snowline-hunter reveals cautious distance from larger woodland predators; the moment appears unstaged.",10,6,0.6,0.12280701754385964
347,slot_44__bear__r04__c245,bear,"A clear view shows bulky streamside-fisher with wide avoidance of another massive forest forager, as the posture remains natural.",10,9,0.9,0.12280701754385964
348,slot_44__wolf__r03__c161,wolf,"Beside low evening light, amber-eyed pack sentinel reveals protective positioning near younger pack members; the head and torso remain visible.",10,9,0.9,0.12280701754385964
349,slot_44__rabbit__r07__c484,rabbit,"Against an open grassy clearing, close huddling with smaller meadow companions defines small long-eared burrow grazer; the pose shows balanced proportions.",10,10,1.0,0.12280701754385964
350,slot_44__deer__r01__c001,deer,"Within soft morning light, slender-legged forest grazer demonstrates an antler display toward a competing male, where nearby tracks indicate scale.",10,10,1.0,0.12280701754385964
351,slot_44__horse__r01__c001,horse,"Broad-chested stable resident displays mutual neck grooming with a familiar partner beside a quiet fence line, while the viewpoint remains level.",10,9,0.9,0.12280701754385964
352,slot_45__cat__r08__c570,cat,"During a clearly visible group moment, whiskered house-prowler becomes recognizable through silent stalking of a tiny moving insect, while ground contact stays clear.",10,8,0.8,0.12280701754385964
353,slot_45__dog__r01__c002,dog,"Quiet resting against another household companion distinguishes broad-pawed gate-watcher near a calm farmyard, where the setting supports the behavior.",10,7,0.7,0.12280701754385964
354,slot_45__fox__r04__c243,fox,"Within a sunlit garden path, amber-eyed meadow-prowler demonstrates defensive circling around younger den residents, where the background preserves its outline.",10,9,0.9,0.12280701754385964
355,slot_45__bear__r08__c580,bear,"During a clearly visible group moment, wide avoidance of another massive forest forager distinguishes massive shaggy-forager; meanwhile, the moment appears unstaged.",10,5,0.5,0.12280701754385964
356,slot_45__wolf__r04__c245,wolf,"Within a patch of dense brush, wild gray pack predator demonstrates protective positioning near younger pack members, where the setting supports the behavior.",10,9,0.9,0.12280701754385964
357,slot_45__rabbit__r01__c001,rabbit,"Beside an open grassy clearing, round-eyed grassland nibbler reveals parallel grazing beside several burrow residents; its full body stays visible.",10,9,0.9,0.12280701754385964
358,slot_45__deer__r01__c006,deer,"Within a misty hillside, branch-antlered woodland traveler demonstrates protective standing near a spotted youngster, where the pose shows balanced proportions.",10,10,1.0,0.12280701754385964
359,slot_45__horse__r04__c243,horse,"Long-maned stable grazer with powerful legs carries playful running beside a younger pasture companion across a shallow stream bank; meanwhile, nearby tracks indicate scale.",10,7,0.7,0.12280701754385964
360,slot_46__cat__r01__c001,cat,Soft chirping notes while watching distant birds marks a soft-pawed indoor hunter.,10,8,0.8,0.12280701754385964
361,slot_46__dog__r01__c003,dog,A tail-wagging family companion reveals a low rumble when unfamiliar movement approaches.,10,5,0.5,0.12280701754385964
362,slot_46__fox__r01__c002,fox,An amber-eyed meadow prowler carries a brief high call across evening woodland.,10,10,1.0,0.12280701754385964
363,slot_46__bear__r01__c002,bear,A deep warning rumble in dense woodland defines a thick-furred woodland giant.,10,9,0.9,0.12280701754385964
364,slot_46__wolf__r04__c242,wolf,Upright ears locating distant movement under snow is visible on a howling snow hunter.,10,9,0.9,0.12280701754385964
365,slot_46__rabbit__r03__c161,rabbit,A burrow resident has a sharp hind-foot thump warning the colony.,10,6,0.6,0.12280701754385964
366,slot_46__deer__r01__c001,deer,Careful scent testing of the moving air identifies a long-legged clearing grazer.,10,5,0.5,0.12280701754385964
367,slot_46__horse__r01__c002,horse,A clear neigh carrying beyond the stable identifies a swift-maned field traveler.,10,9,0.9,0.12280701754385964
368,slot_47__cat__r01__c001,cat,A whiskered lap companion shows a rising trill during a familiar greeting.,10,9,0.9,0.12280701754385964
369,slot_47__dog__r01__c001,dog,Quick breathy whines beside a closed door identifies a leash-wearing companion.,10,8,0.8,0.12280701754385964
370,slot_47__fox__r05__c324,fox,Short warning barks from dense cover marks an orange-chested hedge stalker.,10,9,0.9,0.12280701754385964
371,slot_47__bear__r02__c081,bear,A round-eared forest giant has a deep warning rumble in dense woodland.,10,5,0.5,0.12280701754385964
372,slot_47__wolf__r01__c001,wolf,A gray pack hunter carries a deep warning growl beneath raised neck fur.,10,9,0.9,0.12280701754385964
373,slot_47__rabbit__r01__c001,rabbit,Wide ears detecting movement beyond the hedge defines a long-eared meadow grazer.,10,7,0.7,0.12280701754385964
374,slot_47__deer__r01__c002,deer,Large ears turning toward a broken twig defines a white-tailed meadow grazer.,10,3,0.3,0.12280701754385964
375,slot_47__horse__r04__c241,horse,A stable grazer shows rhythmic hoofbeats approaching across firm ground.,10,8,0.8,0.12280701754385964
376,slot_48__cat__r01__c001,cat,"Against an open grassy clearing, a steady vibration during relaxed contact defines purring room-explorer.",10,9,0.9,0.12280701754385964
377,slot_48__dog__r01__c002,dog,"Against a broad dirt trail, a low rumble when unfamiliar movement approaches defines panting ball-chaser.",10,7,0.7,0.12280701754385964
378,slot_48__fox__r02__c083,fox,Slender nighttime-forager displays a brief high call across evening woodland beside a shallow stream bank.,10,2,0.2,0.12280701754385964
379,slot_48__bear__r01__c001,bear,Heavy-pawed backcountry-wanderer displays a deep warning rumble in dense woodland beside a patch of dense brush.,10,7,0.7,0.12280701754385964
380,slot_48__wolf__r01__c001,wolf,A clear view shows amber-eyed pack sentinel with a long resonant howl answered across the valley near a rocky meadow.,10,6,0.6,0.12280701754385964
381,slot_48__rabbit__r01__c003,rabbit,Quick-footed burrow resident displays wide ears detecting movement beyond the hedge beside a narrow riverside path.,10,10,1.0,0.12280701754385964
382,slot_48__deer__r04__c245,deer,Antlered split-hoofed woodland browser displays large ears turning toward a broken twig beside soft morning light.,10,10,1.0,0.12280701754385964
383,slot_48__horse__r04__c246,horse,Saddle-wearing flowing-tailed riding companion displays mobile ears following a distant handler's voice beside low evening light.,10,5,0.5,0.12280701754385964
384,slot_49__cat__r02__c081,cat,"Against a sunlit garden path, a sharp warning hiss with flattened ears defines striped hearthside-prowler; the background preserves its outline.",10,10,1.0,0.12280701754385964
385,slot_49__dog__r01__c002,dog,"Keen-nosed scent-follower becomes recognizable through a drawn-out lonely call across the yard, while the moment appears unstaged.",10,3,0.3,0.12280701754385964
386,slot_49__fox__r04__c241,fox,"Against a calm farmyard, short warning barks from dense cover defines amber-eyed meadow-prowler; the posture remains natural.",10,9,0.9,0.12280701754385964
387,slot_49__bear__r02__c082,bear,"Within a sunlit garden path, bulky streamside-fisher demonstrates soft bawling notes from a smaller youngster, where the viewpoint remains level.",10,1,0.1,0.12280701754385964
388,slot_49__wolf__r01__c003,wolf,"Social mountain hunter carries a long resonant howl answered across the valley across a shaded woodland edge; meanwhile, soft light preserves surface detail.",10,2,0.2,0.12280701754385964
389,slot_49__rabbit__r04__c245,rabbit,"Soft-coated long-eared burrow resident carries fine whiskers testing the narrow tunnel across an open grassy clearing; meanwhile, nearby tracks indicate scale.",10,9,0.9,0.12280701754385964
390,slot_49__deer__r03__c162,deer,"Against soft morning light, a sharp alarm snort followed by raised tails defines branch-antlered woodland traveler; its full body stays visible.",10,10,1.0,0.12280701754385964
391,slot_49__horse__r01__c003,horse,"Within low evening light, upright-eared pasture grazer demonstrates a clear neigh carrying beyond the stable, where the pose shows balanced proportions.",10,9,0.9,0.12280701754385964
392,slot_50__cat__r01__c001,cat,"Within a broad dirt trail, curled-tail home-companion demonstrates a sharp warning hiss with flattened ears, where nearby tracks indicate scale.",10,3,0.3,0.12280701754385964
393,slot_50__dog__r01__c002,dog,"Within a shallow stream bank, wagging household-companion demonstrates quick breathy whines beside a closed door, where its full body stays visible.",10,8,0.8,0.12280701754385964
394,slot_50__fox__r04__c245,fox,"Quiet yapping sounds during distant contact distinguishes slender nighttime-forager near a rocky meadow, where ground contact stays clear.",10,5,0.5,0.12280701754385964
395,slot_50__bear__r07__c486,bear,"Within a misty hillside, massive shaggy-forager demonstrates a loud roar across an open riverbank, where surrounding plants provide scale.",10,5,0.5,0.12280701754385964
396,slot_50__wolf__r04__c243,wolf,"Long-legged snow pack hunter becomes recognizable through a deep warning growl beneath raised neck fur, while the head and torso remain visible.",10,8,0.8,0.12280701754385964
397,slot_50__rabbit__r05__c326,rabbit,"Beside a rocky meadow, small hopping burrow forager reveals near-silent chewing beneath constantly turning ears; the pose shows balanced proportions.",10,8,0.8,0.12280701754385964
398,slot_50__deer__r01__c003,deer,"Beside a broad dirt trail, slender-legged forest grazer reveals large ears turning toward a broken twig; nearby tracks indicate scale.",10,9,0.9,0.12280701754385964
