representation,sample_index,candidate_id,true_concept,predicted_cluster,matched_predicted_concept,facet_id,source,round,effective_token_length,description
centered,95,round1__codex_diverse__cat__visual_appearance__03,cat,0,cat,visual_appearance,codex_diverse,round1,22,An alert striped shadow gently reveals a prominent compact coat alongside sharp slit-shaped eyes near misty stream.
centered,96,round1__codex_diverse__cat__visual_appearance__05,cat,0,cat,visual_appearance,codex_diverse,round1,23,An alert indoor hunter slowly carries a clear compact coat around strong pale whiskers near dappled ravine.
centered,97,round1__codex_diverse__cat__visual_appearance__14,cat,0,cat,visual_appearance,codex_diverse,round1,25,A watchful windowsill watcher swiftly carries natural smooth fur with balanced pale whiskers before dusky field.
centered,98,round1__codex_diverse__cat__visual_appearance__21,cat,0,cat,visual_appearance,codex_diverse,round1,25,A quiet whiskered prowler quietly reveals that recognizable neat face with clear slit-shaped eyes under golden veranda.
centered,99,round1__codex_diverse__cat__visual_appearance__23,cat,0,cat,visual_appearance,codex_diverse,round1,23,A quiet striped shadow alertly carries that striking neat face beneath bright pale whiskers under cool outcrop.
centered,100,round1__codex_diverse__dog__behavior_habits__03,dog,2,dog,behavior_habits,codex_diverse,round1,23,A cautious family companion returns cautiously toward a graceful buried object beside distinct it back before warm plaza.
centered,101,round1__codex_diverse__dog__behavior_habits__09,dog,2,dog,behavior_habits,codex_diverse,round1,24,An observant gate watcher returns inquisitively toward one defined thrown ball after delicate it back inside remote balcony.
centered,102,round2__codex_diverse__dog__behavior_habits__04,dog,2,dog,behavior_habits,codex_diverse,round2,27,An observant wagging household-companion restlessly examines a compact buried object around visible person's chair against shadowed room.
centered,103,round2__codex_diverse__dog__behavior_habits__12,dog,2,dog,behavior_habits,codex_diverse,round2,24,An observant playful backyard-digger waits deliberately beside this delicate floor beside steady persistent sniffing across blue hillside.
centered,104,round2__codex_diverse__dog__behavior_habits__14,dog,2,dog,behavior_habits,codex_diverse,round2,24,A swift wagging household-companion returns calmly toward nearby new surroundings through textured it back amid drifting hedge.
centered,105,round1__codex_diverse__dog__body_parts__06,dog,2,dog,body_parts,codex_diverse,round1,22,A graceful home guardian inquisitively extends the quiet wagging tail above recognizable ground inside clear porch.
centered,106,round1__codex_diverse__dog__body_parts__12,dog,1,bear,body_parts,codex_diverse,round1,19,A lively trail helper slowly turns focused floppy ears beside subtle visible teeth against quiet clearing.
centered,107,round2__codex_diverse__dog__body_parts__19,dog,2,dog,body_parts,codex_diverse,round2,25,A lively tongue-out family-companion gracefully uses muted padded paws above natural familiar call across sunlit hillside.
centered,108,round2__codex_diverse__dog__body_parts__20,dog,1,bear,body_parts,codex_diverse,round2,23,A calm wagging household-companion silently turns soft padded paws alongside quiet visible teeth beyond dusky meadow.
centered,109,round3__codex_diverse__dog__body_parts__12,dog,2,dog,body_parts,codex_diverse,round3,26,An active broad-pawed gate-watcher dexterously uses bright padded paws beside nearby broad hindquarters before warm crossing.
centered,110,round1__codex_diverse__dog__function_ability__10,dog,1,bear,function_ability,codex_diverse,round1,24,An eager ball chaser discreetly performs striking herding pressure along bright command before speckled snowbank.
centered,111,round1__codex_diverse__dog__function_ability__11,dog,2,dog,function_ability,codex_diverse,round1,21,An eager gate watcher responsively uses distinct herding pressure through muted strangers approach against clear clearing.
centered,112,round1__codex_diverse__dog__function_ability__14,dog,2,dog,function_ability,codex_diverse,round1,21,An eager backyard digger alertly demonstrates focused herding pressure around subtle broken ground beyond misty field.
centered,113,round3__codex_diverse__dog__function_ability__05,dog,2,dog,function_ability,codex_diverse,round3,25,A patient wagging household-companion nimbly demonstrates recognizable steady guidance across clear around livestock past cloudy foothill.
centered,114,round3__codex_diverse__dog__function_ability__15,dog,2,dog,function_ability,codex_diverse,round3,27,A curious wagging household-companion solidly performs soft of a thrown object through quiet broken ground beside wooden hedgerow.
centered,115,round1__codex_diverse__dog__habitat_scene__01,dog,2,dog,habitat_scene,codex_diverse,round1,23,A gentle family companion alertly occupies a recognizable fenced backyard near clear scattered toys against rainy room.
centered,116,round2__codex_diverse__dog__habitat_scene__02,dog,2,dog,habitat_scene,codex_diverse,round2,25,A solitary wagging household-companion rests precisely within a striking fenced backyard beside bright floor bed around rainy corner.
centered,117,round2__codex_diverse__dog__habitat_scene__12,dog,2,dog,habitat_scene,codex_diverse,round2,24,An active wagging household-companion emerges eagerly across one delicate family room near steady alert watcher across still room.
centered,118,round3__codex_diverse__dog__habitat_scene__05,dog,2,dog,habitat_scene,codex_diverse,round3,34,A quiet broad-pawed gate-watcher curiously occupies that balanced field suited to running and retrieval within defined retrieval under russet riverbank.
centered,119,round3__codex_diverse__dog__habitat_scene__10,dog,2,dog,habitat_scene,codex_diverse,round3,28,A quiet wagging household-companion moves leisurely through the prominent neighborhood path among sharp scattered toys across speckled room.
centered,120,round1__codex_diverse__dog__human_interaction__04,dog,1,bear,human_interaction,codex_diverse,round1,21,An active backyard digger confidently follows the soft handler's gesture around quiet pace around wooden hallway.
centered,121,round1__codex_diverse__dog__human_interaction__09,dog,2,dog,human_interaction,codex_diverse,round1,24,A vigilant leash follower accepts nimbly attention from natural at play beside balanced careful sniffing beyond warm ledge.
centered,122,round1__codex_diverse__dog__human_interaction__11,dog,2,dog,human_interaction,codex_diverse,round1,26,A vigilant gate watcher responds steadfastly toward this active walking partner around focused sitting attentively beyond shadowed lane.
centered,123,round2__codex_diverse__dog__human_interaction__15,dog,2,dog,human_interaction,codex_diverse,round2,26,A vigilant tongue-out family-companion stays calmly beside that recognizable offered palm beside clear soft ball beside remote fence.
centered,124,round3__codex_diverse__dog__human_interaction__14,dog,2,dog,human_interaction,codex_diverse,round3,28,A restless wagging household-companion stays rhythmically beside a visible returning person beside soft sitting attentively across rainy shoreline.
centered,125,dog_indirect_fox_body__codex_diverse_r6__dog__indirect_holistic__07,dog,2,dog,indirect_holistic,codex_diverse,dog_indirect_fox_body,25,The tongue-out home guardian fills the porch with watchful calm and unmistakable tail-wagging welcome.
centered,126,round1__codex_diverse__dog__indirect_holistic__13,dog,1,bear,indirect_holistic,codex_diverse,round1,24,A watchful ball chaser acutely embodies that muted home companion across natural watchfulness beside grassy slope.
centered,127,round2__codex_diverse__dog__indirect_holistic__03,dog,2,dog,indirect_holistic,codex_diverse,round2,26,An alert panting ball-chaser steadfastly completes a nearby figure waiting around textured rear body around cloudy foothill.
centered,128,round2__codex_diverse__dog__indirect_holistic__15,dog,2,dog,indirect_holistic,codex_diverse,round2,26,A watchful floppy-eared home-guardian patiently creates a sharp figure waiting within active household door beside rocky thicket.
centered,129,round3__codex_diverse__dog__indirect_holistic__07,dog,2,dog,indirect_holistic,codex_diverse,round3,26,A graceful wagging household-companion inquisitively creates that soft home companion under quiet rear body beside misty thicket.
centered,130,round1__codex_diverse__dog__movement__09,dog,1,bear,movement,codex_diverse,round1,21,An intent ball chaser leisurely circles visible open grass with soft tail movement beyond cloudy lane.
centered,131,round2__codex_diverse__dog__movement__05,dog,2,dog,movement,codex_diverse,round2,23,An intent wagging household-companion alertly circles the balanced footpath along defined tail movement under leafy path.
centered,132,round2__codex_diverse__dog__movement__20,dog,2,dog,movement,codex_diverse,round2,26,A cautious broad-pawed gate-watcher comfortably crosses soft rough ground along quiet bounding gait along grassy deck.
centered,133,round3__codex_diverse__dog__movement__02,dog,2,dog,movement,codex_diverse,round3,26,A vigilant wagging household-companion observantly approaches focused open grass through subtle bounding gait inside verdant stairway.
centered,134,round3__codex_diverse__dog__movement__12,dog,2,dog,movement,codex_diverse,round3,25,A measured wagging household-companion measuredly traverses sharp rough ground with active leash near misty hallway.
centered,135,round1__codex_diverse__dog__object_relationship__03,dog,1,bear,object_relationship,codex_diverse,round1,22,A poised ball chaser rests persistently against a delicate tennis ball near steady loose soil past silver stream.
centered,136,round1__codex_diverse__dog__object_relationship__11,dog,2,dog,object_relationship,codex_diverse,round1,26,An attentive trail helper rests rhythmically against one textured food bowl against prominent loose soil along frosted farmyard.
centered,137,round1__codex_diverse__dog__object_relationship__17,dog,1,bear,object_relationship,codex_diverse,round1,23,An attentive backyard digger interacts restlessly with that visible buried toy near soft jaws along cool trail.
centered,138,round2__codex_diverse__dog__object_relationship__09,dog,2,dog,object_relationship,codex_diverse,round2,28,An attentive wagging household-companion positions purposefully itself near one steady food bowl beneath striking walking person beside dusky slope.
centered,139,round3__codex_diverse__dog__object_relationship__08,dog,2,dog,object_relationship,codex_diverse,round3,26,A wary wagging household-companion reaches knowingly toward that prominent buried toy beside sharp walking person amid narrow outcrop.
centered,140,round1__codex_diverse__dog__sounds__04,dog,2,dog,sounds,codex_diverse,round1,21,A focused yard guardian answers smoothly with a recognizable resonant warning through clear yard amid clear kitchen.
centered,141,round1__codex_diverse__dog__sounds__21,dog,2,dog,sounds,codex_diverse,round1,22,A gentle backyard digger curiously produces active breathy whines around focused movement approaches inside golden meadow.
centered,142,round2__codex_diverse__dog__sounds__03,dog,2,dog,sounds,codex_diverse,round2,28,A focused wagging household-companion swiftly produces a balanced resonant warning beside defined movement approaches past speckled foothill.
centered,143,round3__codex_diverse__dog__sounds__09,dog,2,dog,sounds,codex_diverse,round3,25,An alert wagging household-companion watchfully releases a compact resonant warning during visible gate near warm copse.
centered,144,round3__codex_diverse__dog__sounds__19,dog,2,dog,sounds,codex_diverse,round3,27,A watchful wagging household-companion intently makes a focused resonant warning under subtle closed door inside verdant porch.
centered,145,round1__codex_diverse__dog__visual_appearance__06,dog,2,dog,visual_appearance,codex_diverse,round1,23,A wary gate watcher leisurely displays the familiar sturdy coat with compact moving tongue under shadowed kitchen.
centered,146,round1__codex_diverse__dog__visual_appearance__11,dog,1,bear,visual_appearance,codex_diverse,round1,22,A steady household companion cautiously reveals one compact broad chest around visible folded ears amid remote bridge.
centered,147,round1__codex_diverse__dog__visual_appearance__16,dog,2,dog,visual_appearance,codex_diverse,round1,22,A steady gate watcher tentatively shows subtle strong legs alongside familiar friendly muzzle amid drifting veranda.
centered,148,round1__codex_diverse__dog__visual_appearance__25,dog,2,dog,visual_appearance,codex_diverse,round1,23,An attentive ball chaser purposefully carries bright strong legs beneath nearby collar-ready frame near rocky woodland.
centered,149,round3__codex_diverse__dog__visual_appearance__17,dog,2,dog,visual_appearance,codex_diverse,round3,24,A gentle wagging household-companion vigilantly shows the natural sturdy coat beneath balanced folded ears beyond cloudy plaza.
centered,150,round1__codex_diverse__fox__behavior_habits__10,fox,1,bear,behavior_habits,codex_diverse,round1,22,A vigilant nighttime forager waits carefully beside familiar small prey through compact soil amid shadowed riverbank.
centered,151,round1__codex_diverse__fox__behavior_habits__21,fox,1,bear,behavior_habits,codex_diverse,round1,19,A measured den visitor waits patiently beside recognizable spare food around clear soil past crisp gate.
centered,152,round3__codex_diverse__fox__behavior_habits__04,fox,3,fox,behavior_habits,codex_diverse,round3,25,A restless russet snowline-hunter confidently examines quiet open ground during recognizable vertical pounce beside windy clearing.
centered,153,round3__codex_diverse__fox__behavior_habits__14,fox,3,fox,behavior_habits,codex_diverse,round3,25,A patient russet snowline-hunter returns gently toward sharp small prey around active woodland edge under mossy orchard.
centered,154,round3__codex_diverse__fox__behavior_habits__18,fox,3,fox,behavior_habits,codex_diverse,round3,27,A patient amber-eyed meadow-prowler settles watchfully beside focused ground sounds during subtle tilted ears near leafy grove.
centered,155,dog_indirect_fox_body__codex_diverse_r6__fox__body_parts__15,fox,1,bear,body_parts,codex_diverse,dog_indirect_fox_body,20,"The slender red animal combines pointed facial features, black socks, and a snowy tail tip."
centered,156,round1__codex_diverse__fox__body_parts__01,fox,1,bear,body_parts,codex_diverse,round1,21,A focused woodland hunter swiftly extends a steady tail tip beside striking dense brush along breezy orchard.
centered,157,round1__codex_diverse__fox__body_parts__05,fox,1,bear,body_parts,codex_diverse,round1,22,A focused field stalker solidly raises a balanced tail tip around defined springing limbs along amber path.
centered,158,round2__codex_diverse__fox__body_parts__11,fox,1,bear,body_parts,codex_diverse,round2,26,A gentle red-coated woodland-hunter warily turns delicate fine whiskers above steady dark nose under quiet outcrop.
centered,159,round2__codex_diverse__fox__body_parts__16,fox,1,bear,body_parts,codex_diverse,round2,27,A gentle russet snowline-hunter discreetly raises active light paws near focused springing limbs across sunlit fence.
centered,160,fox_function_ability__codex_diverse_r3__fox__function_ability__10,fox,1,bear,function_ability,codex_diverse,fox_function_ability,23,Four dark feet propel a white-chested russet animal over stones as nearby leaves barely tremble.
centered,161,fox_function_ability__codex_diverse_r3__fox__function_ability__15,fox,1,bear,function_ability,codex_diverse,fox_function_ability,17,An alert copper woodland animal digs a hidden food cache using small black paws.
centered,162,fox_function_ability__codex_diverse_r3__fox__function_ability__17,fox,1,bear,function_ability,codex_diverse,fox_function_ability,21,Triangular ears swivel independently to track tiny rustles around the russet creature's burrow.
centered,163,fox_function_ability__codex_diverse_r3__fox__function_ability__29,fox,1,bear,function_ability,codex_diverse,fox_function_ability,19,"Balanced by a sweeping bushy tail, the slim rusty animal lands accurately between rocks."
centered,164,round3__codex_diverse__fox__function_ability__06,fox,3,fox,function_ability,codex_diverse,round3,28,An intent orange-chested hedgerow-stalker leisurely performs distinct direction changes during muted deep snow amid cloudy trail.
centered,165,round2__codex_diverse__fox__habitat_scene__14,fox,3,fox,habitat_scene,codex_diverse,round2,28,An alert bushy-tailed den-visitor emerges gently across this recognizable moonlit hedgerow among clear trees beside still marsh.
centered,166,round2__codex_diverse__fox__habitat_scene__16,fox,3,fox,habitat_scene,codex_diverse,round2,26,An alert amber-eyed meadow-prowler slowly occupies that striking quiet meadow under bright open grass beside pale pond.
centered,167,round3__codex_diverse__fox__habitat_scene__03,fox,3,fox,habitat_scene,codex_diverse,round3,25,A steady red-coated woodland-hunter rests comfortably within that distinct quiet meadow near muted prey tracks along drifting yard.
centered,168,round3__codex_diverse__fox__habitat_scene__09,fox,3,fox,habitat_scene,codex_diverse,round3,25,A graceful slender nighttime-forager rests eagerly within the delicate snowy field beside steady prey tracks amid tranquil veranda.
centered,169,round3__codex_diverse__fox__habitat_scene__11,fox,3,fox,habitat_scene,codex_diverse,round3,30,A graceful orange-chested hedgerow-stalker forages readily around the familiar snowy field under compact trees amid breezy outcrop.
centered,170,fox_human_retry__codex_diverse_r5__fox__human_interaction__01,fox,1,bear,human_interaction,codex_diverse,fox_human_retry,24,Close-up red-furred woodland animal with white-tipped bushy tail watches a tiny distant photographer.
centered,171,fox_human_retry__codex_diverse_r5__fox__human_interaction__12,fox,1,bear,human_interaction,codex_diverse,fox_human_retry,22,"Front and center, a red-coated prowler curls its white-ended tail near distant boots."
centered,172,fox_human_retry__codex_diverse_r5__fox__human_interaction__20,fox,1,bear,human_interaction,codex_diverse,fox_human_retry,21,A close white-chested copper prowler fills the clearing ahead of a miniature backpacker.
centered,173,round2__codex_diverse__fox__human_interaction__03,fox,1,bear,human_interaction,codex_diverse,round2,25,A watchful amber-eyed meadow-prowler smoothly follows the quiet edge around recognizable flee before rocky trailhead.
centered,174,round2__codex_diverse__fox__human_interaction__06,fox,2,dog,human_interaction,codex_diverse,round2,29,A quiet narrow-muzzled dusk-prowler stays knowingly beside striking discarded food before bright cautious pause before shadowed trailhead.
centered,175,round1__codex_diverse__fox__indirect_holistic__03,fox,1,bear,indirect_holistic,codex_diverse,round1,22,A curious nighttime forager silently embodies the striking cautious hunter around bright open ground under cool yard.
centered,176,round2__codex_diverse__fox__indirect_holistic__08,fox,3,fox,indirect_holistic,codex_diverse,round2,28,A wary narrow-muzzled dusk-prowler discreetly completes one subtle outline listening beside familiar sharp call under still barn.
centered,177,round2__codex_diverse__fox__indirect_holistic__11,fox,3,fox,indirect_holistic,codex_diverse,round2,25,A wary russet snowline-hunter curiously completes that quiet twilight figure under recognizable sharp call beyond soft plaza.
centered,178,round2__codex_diverse__fox__indirect_holistic__13,fox,1,bear,indirect_holistic,codex_diverse,round2,25,A wary bushy-tailed den-visitor warily creates that strong twilight figure around graceful forest amid dim kitchen.
centered,179,round3__codex_diverse__fox__indirect_holistic__01,fox,3,fox,indirect_holistic,codex_diverse,round3,28,A swift bushy-tailed den-visitor watchfully embodies one defined outline listening around delicate sudden leap around verdant doorway.
centered,180,fox_movement_cat_human__codex_diverse_r4__fox__movement__09,fox,1,bear,movement,codex_diverse,fox_movement_cat_human,18,Rusty fur flashes among birch trunks as a long-tailed dusk hunter runs downhill.
centered,181,fox_movement_cat_human__codex_diverse_r4__fox__movement__12,fox,1,bear,movement,codex_diverse,fox_movement_cat_human,19,The sharp-eared red hunter lands front paws first after vaulting above meadow grass.
centered,182,round2__codex_diverse__fox__movement__02,fox,1,bear,movement,codex_diverse,round2,25,A gentle bushy-tailed den-visitor quietly crosses the distinct meadow using muted hidden movement near dusky garden.
centered,183,round2__codex_diverse__fox__movement__09,fox,3,fox,movement,codex_diverse,round2,23,A solitary sharp-eared field-stalker comfortably approaches that active field with focused elastic bounds beyond golden plaza.
centered,184,round2__codex_diverse__fox__movement__14,fox,3,fox,movement,codex_diverse,round2,29,A solitary amber-eyed meadow-prowler methodically traverses this familiar hedgerow with compact cautious trot against cloudy slope.
centered,185,round1__codex_diverse__fox__object_relationship__09,fox,3,fox,object_relationship,codex_diverse,round1,25,A patient meadow prowler reaches observantly toward that delicate moon outlining the full tail against steady brush beside frosted brook.
centered,186,round3__codex_diverse__fox__object_relationship__06,fox,3,fox,object_relationship,codex_diverse,round3,29,An observant amber-eyed meadow-prowler positions inquisitively itself near defined grass brushing beneath delicate hidden meal before remote meadow.
centered,187,round3__codex_diverse__fox__object_relationship__11,fox,3,fox,object_relationship,codex_diverse,round3,24,A swift sharp-eared field-stalker reaches calmly toward natural fallen leaves against balanced surface across crisp courtyard.
centered,188,round3__codex_diverse__fox__object_relationship__12,fox,3,fox,object_relationship,codex_diverse,round3,27,A swift russet snowline-hunter interacts slowly with muted grass brushing around natural full tail amid verdant outcrop.
centered,189,round3__codex_diverse__fox__object_relationship__13,fox,3,fox,object_relationship,codex_diverse,round3,25,A swift slender nighttime-forager interacts observantly with steady fallen leaves near striking full tail under tranquil trail.
centered,190,round2__codex_diverse__fox__sounds__09,fox,3,fox,sounds,codex_diverse,round2,31,An eager amber-eyed meadow-prowler breaks warily silence using textured yapping sounds beside prominent dense cover amid amber farmyard.
centered,191,round2__codex_diverse__fox__sounds__17,fox,3,fox,sounds,codex_diverse,round2,27,A poised bushy-tailed den-visitor cautiously releases one familiar scream carrying through compact hidden den before windy lane.
centered,192,round3__codex_diverse__fox__sounds__04,fox,3,fox,sounds,codex_diverse,round3,26,A curious amber-eyed meadow-prowler answers intently with one nearby scream carrying under textured darkness near soft pasture.
centered,193,round3__codex_diverse__fox__sounds__14,fox,3,fox,sounds,codex_diverse,round3,29,A wary amber-eyed meadow-prowler leisurely makes distinct warning barks through muted dense cover under shadowed riverbank.
centered,194,round3__codex_diverse__fox__sounds__22,fox,3,fox,sounds,codex_diverse,round3,27,A steady bushy-tailed den-visitor breaks softly silence using sharp chattering notes under active distant contact beside drifting clearing.
centered,195,round1__codex_diverse__fox__visual_appearance__14,fox,1,bear,visual_appearance,codex_diverse,round1,23,A swift forest shadow watchfully displays natural rust-colored fur beside balanced lower legs around crisp foothill.
centered,196,round1__codex_diverse__fox__visual_appearance__15,fox,1,bear,visual_appearance,codex_diverse,round1,24,A swift field stalker nimbly shows steady rust-colored fur beneath striking white chest past verdant stream.
centered,197,round1__codex_diverse__fox__visual_appearance__17,fox,1,bear,visual_appearance,codex_diverse,round1,24,A swift nighttime forager steadfastly carries this soft coat broken alongside quiet full tail along russet hedge.
centered,198,round3__codex_diverse__fox__visual_appearance__02,fox,3,fox,visual_appearance,codex_diverse,round3,27,A poised russet snowline-hunter attentively presents one striking narrow face alongside bright lower legs amid sunlit deck.
centered,199,round3__codex_diverse__fox__visual_appearance__06,fox,3,fox,visual_appearance,codex_diverse,round3,25,A poised amber-eyed meadow-prowler softly presents this clear coat broken beneath strong lower legs inside rainy fireside.
